n_processo;assunto;status;data_deferimento;tipo_de_localizacao;localizacao;endereco;cep;distrito;subprefeitura;categoria_uso;numero_documento;certf_conclusao_tipo;area_objeto_certf_concl
1020.2024/0004767-6;Certificado de Conclusão;deferido;01/03/2024 20:19:43;SQL;113.613.0025-5;Rua Brigadeiro Brito Delamare, 122, Vila Santa Teresa;03566030;Vila Santa Teresa;;HIS;38435-24-SP-CCE;Totalmente;508.14
1020.2024/0005047-2;Certificado de Conclusão;deferido;20/05/2024 15:11:53;SQL;058.189.0008-8;RUA SANTA MAFALDA, 84 / 86, CHÁCARA SEIS DE OUTUBRO;03509050;CHÁCARA SEIS DE OUTUBRO;;R2h, R2h-1;38441-24-SP-CCE;Totalmente;320.16
1020.2024/0004823-0;Certificado de Conclusão;deferido;20/05/2024 14:25:57;SQL;112.018.0026-8;Avenida Nitro Química, 04, Cidade Nitro Química;08090030;Cidade Nitro Química;;HIS, HMP;38460-24-SP-CCE;Totalmente;733.65
1020.2024/0005055-3;Certificado de Conclusão;deferido;29/05/2024 13:58:43;SQL;030.078.0042-0;AVENIDA SALIM FARAH MALUF, 1771, TATUAPÉ;03304090;TATUAPÉ;;nR2, nR2-4;38462-24-SP-CCE;Totalmente;502.99
1020.2024/0004824-9;Certificado de Conclusão;deferido;14/03/2024 12:32:47;SQL;309.026.0005-1;Avenida Itaborai, 591, Bosque da Saúde;04135000;Bosque da Saúde;;HIS, R2v, R2v-1;38465-24-SP-CCE;Totalmente;855.94
1020.2024/0005151-7;Certificado de Conclusão;deferido;17/04/2024 15:30:58;SQL, SQL, SQL, SQL, SQL;011.099.0014-7, 011.099.0010-4, 011.099.0011-2, 011.099.0012-0, 011.099.0013-9;R DR JOSE PEREIRA DE QUEIROS, 77, PACAEMBU, R DR JOSE PEREIRA DE QUEIROS, 37, PACAEMBU, R DR JOSE PEREIRA DE QUEIROS, 47, PACAEMBU, R DR JOSE PEREIRA DE QUEIROS, 57, PACAEMBU, R DR JOSE PEREIRA DE QUEIROS, 67, PACAEMBU;01241040, 01241040, 01241040, 01241040, 01241040;PACAEMBU, PACAEMBU, PACAEMBU, PACAEMBU, PACAEMBU;;R2v, nR1, R2v-1, nR1-3;38472-24-SP-CCE;Totalmente;5737.55
1020.2024/0004826-5;Certificado de Conclusão;deferido;18/03/2024 15:05:24;SQL;113.525.0011-5;RUA MIGUEL ARCANJO DE OLIVEIRA , 102, JD SANTA LUZIA;03694120;JD SANTA LUZIA;;HIS;38473-24-SP-CCE;Totalmente;621.9
1020.2024/0005152-5;Certificado de Conclusão;deferido;06/03/2024 16:36:31;SQL;078.035.0031-5;RUA EVANDRO DANTON FERREIRA GANDRA, 71, VILA MANGALOT;05131100;VILA MANGALOT;;R2h, R2h-1;38474-24-SP-CCE;Totalmente;445.06
1020.2024/0004829-0;Certificado de Conclusão;deferido;09/04/2024 14:47:04;SQL;055.236.0060-1;Rua Templarios, 724, Vila Formosa;03357000;Vila Formosa;;HIS;38478-24-SP-CCE;Totalmente;846.66
1020.2024/0005466-4;Certificado de Conclusão;deferido;24/04/2024 17:45:52;SQL;301.036.0138-1;Rua Itapaiuna, s/n, Morumbi;05707001;Morumbi;;nR1, nR1-12;38481-24-SP-CCE;Totalmente;2359.89
1020.2024/0005154-1;Certificado de Conclusão;deferido;05/04/2024 09:43:44;SQL;078.432.0012-6;Rua Professora Altina Maynard de Araújo, 168, Lote 13 Quadra 52, Parque São Domingos;05125040;Parque São Domingos;;R2h, R2h-1;38504-24-SP-CCE;Totalmente;263.44
1020.2024/0005160-6;Certificado de Conclusão;deferido;11/04/2024 12:18:46;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;045.023.0001-2, 045.023.0002-0, 045.023.0005-5, 045.023.0006-3, 045.023.0007-1, 045.023.0008-1, 045.023.0009-8, 045.023.0011-1, 045.023.0014-4, 045.023.0015-2, 045.023.0017-9, 045.023.0018-7, 045.023.0019-5, 045.023.0020-9, 045.023.0022-5, 045.023.0023-3;AL DOS ANAPURUS, , 411, INDIANOPOLIS, AL DOS ANAPURUS,, 423, INDIANOPOLIS, AV ACOCE, 673, INDIANOPOLIS, AL DOS AICAS, , 40, INDIANOPOLIS, AL DOS AICAS, 22, INDIANOPOLIS, AV INDIANOPOLIS, 668, INDIANOPOLIS, AV INDIANOPOLIS, , 650, INDIANOPOLIS, AV INDIANOPOLIS, 602, INDIANOPOLIS, AV ACOCE, 633, INDIANOPOLIS, AV ACOCE, 643, INDIANOPOLIS, AV INDIANOPOLIS, 628, INDIANOPOLIS, AV INDIANOPOLIS, 618, INDIANOPOLIS, AV INDIANOPOLIS, 588, INDIANOPOLIS, AV INDIANOPOLIS, 584, INDIANOPOLIS, AV ACOCE, 653, INDIANOPOLIS, AV ACOCE, 661, INDIANOPOLIS;04087000, 04087000, 04075024, 04086000, 04086000, 04062001, 04062001, 04062001, 04075024, 04075024, 04062001, 04062001, 04062001, 04062001, 04075024, 04075024;INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS, INDIANOPOLIS;;nR1, nR1-6;38507-24-SP-CCE;Parcialmente;1051.38
1020.2024/0005162-2;Certificado de Conclusão;deferido;06/03/2024 16:32:34;SQL;071.157.0013-3;RUA ASSUERO ROQUE, 250, LT 13 QD B, VILA ROQUE;02474020;VILA ROQUE;;R2h, R2h-1;38516-24-SP-CCE;Totalmente;424.52
1020.2024/0004906-7;Certificado de Conclusão;deferido;27/03/2024 19:36:03;SQL;067.268.0024-1;AV COMTE  ANTONIO PAIVA SAMPAIO, 661, Parque Vitória;02269000;ST - SANTANA-TUCURUVI;;HIS;38524-24-SP-CCE;Totalmente;1430.69
1020.2024/0005233-5;Certificado de Conclusão;deferido;10/04/2024 15:22:17;SQL;055.210.0038-0;Avenida Dr. Eduardo Cotching, 1192, Vila Formosa;03356000;Vila Formosa;;nR2, nR2-1;38541-24-SP-CCE;Totalmente;385.62
1020.2024/0005334-0;Certificado de Conclusão;deferido;11/03/2024 09:39:50;SQL;067.271.0027-6;Rua Campo Belo do Sul, 153, Parque Vitória;02269010;Parque Vitória;;R2h, R2h-1;38557-24-SP-CCE;Totalmente;264.12
1020.2024/0004976-8;Certificado de Conclusão;deferido;07/05/2024 14:27:36;SQL;060.200.0052-4;rua tome , 04, vila lais ;03612070;vila lais ;;HMP;38566-24-SP-CCE;Totalmente;197.54
1020.2024/0005454-0;Certificado de Conclusão;deferido;15/05/2024 11:11:46;SQL;105.128.0022-6;RUA CRISPIM SANTOS , 212, JARDIM REGINA ;05175220;JARDIM REGINA ;;R2h, R2h-1;38567-24-SP-CCE;Totalmente;308
1020.2024/0005335-8;Certificado de Conclusão;deferido;22/03/2024 17:12:24;SQL;044.095.0028-7;RUA PROFESSOR GUSTAVO PIRES DE ANDRADE, 418, VILA ZELINA;03140010;VILA ZELINA;;R2v, R2v-1;38589-24-SP-CCE;Totalmente;626.35
1020.2024/0005235-1;Certificado de Conclusão;deferido;09/05/2024 14:15:35;SQL;058.100.0008-8;RUA DONA ESCOLÁSTICA MELCHERT DA FONSECA, 224, VILA MATILDE;03513000;VILA MATILDE;;HIS;38595-24-SP-CCE;Totalmente;305.22
1020.2024/0005453-2;Certificado de Conclusão;deferido;19/03/2024 10:37:06;SQL;044.101.0002-5;RUA INÁCIO, 301, VILA PRUDENTE;03142001;VILA PRUDENTE;;R2h, R2h-1;38599-24-SP-CCE;Totalmente;238
1020.2024/0005464-8;Certificado de Conclusão;deferido;03/04/2024 13:55:45;SQL;072.222.0024-1;rua moreira, s/n , lote 5, imirim;02468080;imirim;;R2h, R2h-1;38612-24-SP-CCE;Totalmente;245.16
1020.2024/0005465-6;Certificado de Conclusão;deferido;15/03/2024 17:25:58;SQL, SQL, SQL;007.049.0015-7, 007.049.0504-3, 007.049.0508-6;Rua Rego Freitas, 62, Centro, Rua Rego Freitas, 86 - 90, Centro, Rua Rego Freitas, 76 - 78, Centro;01220010, 01220010, 01220010;Centro, Centro, Centro;;R2v, nR1, R2v-2, nR1-2;38619-24-SP-CCE;Totalmente;10259.34
1020.2024/0005762-0;Certificado de Conclusão;deferido;27/05/2024 10:41:01;SQL;090.327.0009-1;RUA PORPHIRIO DO NASCIMENTO, 83, VILA ROMANO;04679350;VILA ROMANO;;R2h, R2h-1;38629-24-SP-CCE;Totalmente;301.6
1020.2024/0005888-0;Certificado de Conclusão;deferido;05/04/2024 15:42:51;SQL, SQL;054.112.0022-9, 054.112.0023-7;RUA DA MEAÇÃO, 113, VILA REGENTE FEIJO, RUA DA MEAÇÃO, 125, VILA REGENTE FEIJO;03335045, 03335045;VILA REGENTE FEIJO, VILA REGENTE FEIJO;;nR1, nR1-1;38638-24-SP-CCE;Totalmente;344.6
1020.2024/0005941-0;Certificado de Conclusão;deferido;25/03/2024 21:03:43;SQL;086.189.0028-1;RUA XAVIER GOUVEIA, 286, CAMPO BELO, PAR;04610011;PAR;;nR2, nR2-2;38686-24-SP-CCE;Totalmente;371.41
1020.2024/0005922-4;Certificado de Conclusão;deferido;24/04/2024 15:18:46;SQL;060.149.0026-8;Rua João Bocarro, 130, 134, Vila Eliza;03610040;Vila Eliza;;R2h, R2h-1;38703-24-SP-CCE;Totalmente;357.78
1020.2024/0005480-0;Certificado de Conclusão;deferido;03/05/2024 21:26:50;SQL;007.058.0007-5;RUA GENERAL JARDIM , 384 E 400, CONSOLAÇÃO ;01223010;CONSOLAÇÃO ;;HIS, R2v, nR1, R2v-1, nR1-3, nR1-12;38721-24-SP-CCE;Totalmente;6716.79
1020.2024/0005483-4;Certificado de Conclusão;deferido;04/04/2024 15:16:21;SQL;138.074.0044-2;Rua Goiata, 232, Itaquera;08246070;Itaquera;;HIS;38749-24-SP-CCE;Totalmente;16046.06
1020.2024/0006051-6;Certificado de Conclusão;deferido;09/04/2024 11:33:27;SQL;116.270.0007-1;Rua Tupa, 90, Vila Formosa;03460050;Vila Formosa;;R2h, R2h-1;38752-24-SP-CCE;Totalmente;263.68
1020.2024/0005949-6;Certificado de Conclusão;deferido;19/03/2024 16:42:28;SQL;076.173.0005-0;Rua Pedro Martins, 76, vila siqueira;02723060;vila siqueira;;R2h, R2h-1;38820-24-SP-CCE;Totalmente;272.8
1020.2024/0005932-1;Certificado de Conclusão;deferido;22/03/2024 10:26:02;SQL;072.055.0033-8;Rua Pelegrino, 188, Jardim do Colégio;02431140;Jardim do Colégio;;R2h, R2h-1;38824-24-SP-CCE;Totalmente;318.59
1020.2024/0005940-2;Certificado de Conclusão;deferido;04/04/2024 15:14:29;SQL;016.128.0041-6;RUA GROENLANDIA, 77, Esquina com Av. Brig. Luis Antonio, JARDIM PAULISTA;01434000;JARDIM PAULISTA;;R2v, R2v-2;38825-24-SP-CCE;Totalmente;14267.06
1020.2024/0005523-7;Certificado de Conclusão;deferido;27/03/2024 12:01:53;SQL;067.156.0018-1;RUA GUARAJA, 372, VILA MAZZEI;02310010;VILA MAZZEI;;HIS;38835-24-SP-CCE;Totalmente;709.95
1020.2024/0005952-6;Certificado de Conclusão;deferido;22/03/2024 10:26:02;SQL;071.209.0030-7;Rua Assuero Roque, 203 e 209 , Vila Roque;02474020;Vila Roque;;R2h, R2h-1;38837-24-SP-CCE;Totalmente;343.13
1020.2024/0005951-8;Certificado de Conclusão;deferido;17/04/2024 09:04:27;SQL;116.464.0001-0;Avenida Rio das Pedras, 844, VILA FORMOSA;03471000;VILA FORMOSA;;nR2, nR2-3, nR2-12;38838-24-SP-CCE;Parcialmente;1973.02
1020.2024/0005559-8;Certificado de Conclusão;deferido;16/04/2024 13:48:52;SQL;114.075.0060-1;RUA DOUTOR AURELIANO BARREIROS, 324;08210450;ITAQUERA;;HIS, nR1, nR1-3;38848-24-SP-CCE;Totalmente;3203.01
1020.2024/0005967-4;Certificado de Conclusão;deferido;27/03/2024 13:56:40;SQL;118.104.0015-4;RUA MISSAO VELHA, 86, VILA SNTA BERNADETT;03249040;VILA SNTA BERNADETT;;R2h, R2h-1;38866-24-SP-CCE;Totalmente;264.08
1020.2024/0006085-0;Certificado de Conclusão;deferido;25/03/2024 13:27:46;SQL;044.022.0037-7;RUA IBITIRAMA, 166, RUA TROCARI, 225 X RUA IMBARIE, 53, VILA PRUDENTE;03134000;VILA PRUDENTE;;R2v, HIS, nR1, R2v-4, nR1-3, nR1-6;38901-24-SP-CCE;Totalmente;65178.22
1020.2024/0006094-0;Certificado de Conclusão;deferido;07/05/2024 15:48:45;SQL;111.267.0060-5;Rua Boaventura Rodrigues da Silva, 840, Parque Boturussu;03801120;Parque Boturussu;;R2h, R2h-1;38905-24-SP-CCE;Totalmente;484.46
1020.2024/0006090-7;Certificado de Conclusão;deferido;10/04/2024 12:41:24;SQL;060.082.0011-1;RUA DOUTOR VIRGILIO MACHADO, 391, CANGAIBA ;03733180;CANGAIBA ;;R2h, R2h-1;38906-24-SP-CCE;Totalmente;643.45
1020.2024/0006073-7;Certificado de Conclusão;deferido;09/04/2024 10:08:39;SQL;168.083.0009-6;RUA DOUTOR ZAMITTI MAMMANA, 79, JARDIM ELIZABETH;05793250;JARDIM ELIZABETH;;R2h, R2h-1;38937-24-SP-CCE;Totalmente;229.98
1020.2024/0006718-9;Certificado de Conclusão;deferido;02/05/2024 10:06:34;SQL, SQL, SQL, SQL;025.029.0037-9, 025.029.0144-8, 025.029.0050-6, 025.029.0002-6;AVENIDA RANGEL PESTANA, 2109, BRÁS, AVENIDA RANGEL PESTANA, 2079, BRÁS, LARGO DA CONCÓRDIA, 86, 88 E 96, BRÁS, RUA MINISTRO FIRMINO WHITAKER, 42, BRÁS;03001000, 02001000, 03012010, 03012020;BRÁS, BRÁS, BRÁS, BRÁS;;nR2, nR2-2;38940-24-SP-CCE;Totalmente;0
1020.2024/0006071-0;Certificado de Conclusão;deferido;10/04/2024 16:39:58;SQL;090.157.0013-3;Rua Delfinopolis, 38, 48, JARDIM JÚA;04688030;JARDIM JÚA;;R2h, R2h-1;38941-24-SP-CCE;Totalmente;302.5
1020.2024/0006856-8;Certificado de Conclusão;deferido;01/04/2024 15:00:02;SQL, SQL;078.013.0008-4, 078.013.0008-4;Francisco Andrade, 32, lote 08 Quadra 08, Vila Zulmira, Rua Domingos de Barros Lisboa, S/N, Lote 08 Quadra 08, Vila Zulmira;05134110, 05134120;Vila Zulmira, Vila Zulmira;;R2h, R2h-1;38949-24-SP-CCE;Totalmente;218.64
1020.2024/0006079-6;Certificado de Conclusão;deferido;05/04/2024 09:43:44;SQL;083.188.0013-3;RUA DONA MARIA DULCE NOGUEIRA GARCEZ, 47, PINHEIROS;05424070;PINHEIROS;;nR1, nR1-6;38958-24-SP-CCE;Totalmente;461.24
1020.2024/0006341-8;Certificado de Conclusão;deferido;28/03/2024 14:14:48;SQL;061.082.0107-1;RUA SAO SERAFIM, 451, PENHA DE FRANÇA;03638000;PENHA DE FRANÇA;;R2h, R2h-1;38967-24-SP-CCE;Totalmente;279.5
1020.2024/0006211-0;Certificado de Conclusão;deferido;28/03/2024 14:22:44;SQL;137.006.0010-1;RUA SALVADOR DE OLIVEIRA , 148, guaianases;08420620;guaianases;;;38984-24-SP-CCE;Totalmente;
1020.2024/0006212-8;Certificado de Conclusão;deferido;25/03/2024 15:48:35;SQL;052.115.0046-6;RUA MANUEL ONHA, 649, AGUA RASA;03192100;AGUA RASA;;R2h, R2h-1;38998-24-SP-CCE;Totalmente;288.04
1020.2024/0005811-2;Certificado de Conclusão;deferido;12/04/2024 11:12:45;SQL;185.001.0019-1;Rua Adherbal Stresser, 0, Jardim Arpoador;05566000;Jardim Arpoador;;HIS;39037-24-SP-CCE;Totalmente;23055.74
1020.2024/0005898-8;Certificado de Conclusão;deferido;05/04/2024 12:14:44;SQL;193.020.0002-7;Rua Inácio de Oliveira Campos , 550, Núcleo Carvalho de Araújo;08450450;Núcleo Carvalho de Araújo;;HIS;39061-24-SP-CCE;Totalmente;10867.38
1020.2024/0005900-3;Certificado de Conclusão;deferido;10/04/2024 16:32:17;SQL;055.287.0013-2;Rua Itogapuque, 187, Vila Carrão;03430030;Vila Carrão;;HIS;39063-24-SP-CCE;Totalmente;397.63
1020.2024/0005974-7;Certificado de Conclusão;deferido;07/05/2024 13:54:55;SQL;067.172.0004-9;Rua Paulo de Faria , 748, Parque Vitória ;02267000;Parque Vitória ;;HIS;39078-24-SP-CCE;Totalmente;531.6
1020.2024/0007236-0;Certificado de Conclusão;deferido;17/05/2024 12:58:51;SQL;066.294.0027-5;RUA MAJOR BARACCA, 954, PARQUE EDU CHAVES;02232000;PARQUE EDU CHAVES;;HIS;39084-24-SP-CCE;Totalmente;1164.25
1020.2024/0006536-4;Certificado de Conclusão;deferido;18/04/2024 10:59:27;SQL, SQL;086.010.0074-6, 086.010.0016-9;AVENIDA VEREADOR JOSE DINIZ, 2421, Campo Belo, R BARAO DO TRIUNFO, 490, Campo Belo;04603001, 04602001;Campo Belo, Campo Belo;;R2v, R2v-2;39128-24-SP-CCE;Totalmente;20578.49
1020.2024/0006458-9;Certificado de Conclusão;deferido;25/03/2024 13:01:04;SQL;009.051.0027-1;ALAMEDA JOAQUIM EUGENIO DE LIMA, 79, BELA VISTA;01403001;BELA VISTA;;R2v, nR1, R2v-2, nR1-2, nR1-12;39152-24-SP-CCE;Totalmente;59.95
1020.2024/0006558-5;Certificado de Conclusão;deferido;15/04/2024 10:53:33;SQL, SQL, SQL;036.101.0102-4, 036.101.0104-0, 036.101.0105-9;RUA JANUÁRIO MIRAGLIA, 111, VILA NOVA CONCEIÇÃO, RUA JANUÁRIO MIRAGLIA, 103, VILA NOVA CONCEIÇÃO, RUA JANUÁRIO MIRAGLIA, 99, VILA NOVA CONCEIÇÃO;04507020, 04507020, 04507020;VILA NOVA CONCEIÇÃO, VILA NOVA CONCEIÇÃO, VILA NOVA CONCEIÇÃO;;R2v, R2v-1;39164-24-SP-CCE;Totalmente;3789.93
1020.2024/0006218-7;Certificado de Conclusão;deferido;03/04/2024 12:50:33;SQL;067.247.0017-5;Rua Sebastião de Freitas, 576, Vila Constança;02256010;Vila Constança;;HIS;39170-24-SP-CCE;Totalmente;721.62
1020.2024/0006995-5;Certificado de Conclusão;deferido;07/05/2024 13:03:09;SQL, SQL, SQL, SQL, SQL, SQL, SQL;301.030.0027-2, 301.030.0003-5, 301.030.0004-3, 301.030.0005-1, 301.030.0028-0, 301.030.0029-9, 301.030.0105-8;Rua  Cel Francisco de Oliveira Simões, S/N, Lt 11 QD 43, Morumbi, Rua Itapaiuna, s/n, LT 5 QD 43, PARQUE DO MORUMBI, RUA ITAPAIUNA, S/N, LT4 QD 43, PARQUE MORUMBI, RUA ITAPAIUNA, S/N, LT 3 Q43, PARQUE DO MORUMBI, RUA CEL FRANCISCO DE OLIVEIRA SIMÕES , S/N, LT 10 QD 43, PARQUE DO MORUMBI, RUA CEL FRANCISCO DE OLIVEIRA SIMÕES, S/N, LT 9 QD 43, PARQUE DO MORUMBI, RUA CEL FRANCISCO DE OLIVEIRA SIMÕES , S/N, LTS 12 E 13 QD 43, PARQUE DO MORUMBI;05706280, 05707001, 05707001, 05707001, 05706280, 05706280, 05706280;Morumbi, PARQUE DO MORUMBI, PARQUE MORUMBI, PARQUE DO MORUMBI, PARQUE DO MORUMBI, PARQUE DO MORUMBI, PARQUE DO MORUMBI;;R2v, R2v-2;39180-24-SP-CCE;Totalmente;16039.58
1020.2024/0006345-0;Certificado de Conclusão;deferido;22/04/2024 17:32:38;SQL, SQL;047.185.0013-3, 047.185.0014-1;PC WHITAKER PENTEADO, 382, NA, VILA GUARANI, PC WHITAKER PENTEADO, 374, N/A, VILA GUARANI;04307050, 04307050;VILA GUARANI, VILA GUARANI;;HIS, R2v, nR1, R2v-1, nR1-12;39194-24-SP-CCE;Totalmente;1651.59
1020.2024/0006554-2;Certificado de Conclusão;deferido;28/03/2024 14:07:45;SQL;078.412.0023-4;Rua Antonio Félix Pacheco, 182, Vila Mangalot;05128170;Vila Mangalot;;R2h, R2h-1;39214-24-SP-CCE;Totalmente;250.47
1020.2024/0006563-1;Certificado de Conclusão;deferido;28/03/2024 12:17:43;SQL;105.022.0004-8;Rua Afonso Cláudio, 21, Chácara São João;05110020;Chácara São João;;R2h, R2h-1;39234-24-SP-CCE;Totalmente;166.48
1020.2024/0006353-1;Certificado de Conclusão;deferido;25/04/2024 16:48:09;SQL;142.049.0023-1;R   PITAGORAS, 205, Jardim Coimbra;03693010;PE - PENHA;;HIS;39260-24-SP-CCE;Totalmente;665.98
1020.2024/0007460-6;Certificado de Conclusão;deferido;13/05/2024 12:06:47;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;025.082.0171-5, 025.082.0172-3, 025.082.0159-6, 025.082.0160-1, 025.082.0161-8, 025.082.0162-6, 025.082.0163-4, 025.082.0164-2, 025.082.0165-0, 025.082.0166-9, 025.082.0167-7, 025.082.0168-5, 025.082.0169-3, 025.082.0170-7, 025.082.0010-7, 025.082.0096-4, 025.082.0127-8, 025.082.0126-1, 025.082.0124-3, 025.082.0129-4, 025.082.0130-8, 025.082.0131-6, 025.082.0132-4, 025.082.0133-2, 025.082.0134-0, 025.082.0135-9, 025.082.0136-7, 025.082.0137-5, 025.082.0138-3, 025.082.0139-1, 025.082.0140-5, 025.082.0141-3, 025.082.0142-1, 025.082.0143-1, 025.082.0144-8, 025.082.0145-6, 025.082.0146-4, 025.082.0147-2, 025.082.0148-0, 025.082.0149-9, 025.082.0150-2, 025.082.0151-0, 025.082.0152-9, 025.082.0153-7, 025.082.0128-6, 025.082.0001-8;LARGO DA CONCÓRDIA, 105, BRÁS, LARGO DA CONCÓRDIA, 111, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 101, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 102, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 201, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 202, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 301, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 302, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 401, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 402, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 501, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 502, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 601, BRÁS, LARGO DA CONCÓRDIA, 107, APTO 602, BRÁS, LARGO DA CONCÓRDIA, 131, BRÁS , RUA DA JUTA, 29, BRÁS , RUA DA JUTA, 47, 49, BRÁS, RUA DO GASÔMETRO, 915, 931, BRÁS, RUA DO GASÔMETRO, 873, BRÁS, LARGO DA CONCÓRDIA, 89, BRÁS, LARGO DA CONCÓRDIA, 99, BRÁS, LARGO DA COCÓRDIA, 95, APTO 11, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 12, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 13, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 14, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 21, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 22, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 23, BRÁS, LARGO DA CONCÓRDIA , 95, APTO 24, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 31, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 32, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 33, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 34, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 41, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 42, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 43, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 44, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 51, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 52, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 53, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 54, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 61, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 62, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 63, BRÁS, LARGO DA CONCÓRDIA, 95, APTO 64, BRÁS, LARGO DA CONCÓRDIA, 79, 85 E 87, BRÁS;03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03010010, 03010010, 03004001, 03004001, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010, 03012010;BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS , BRÁS , BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS, BRÁS;;nR2, nR1, R2v, nR2-2, nR1-6, R2v-1;39283-24-SP-CCE;Totalmente;396.71
1020.2024/0006740-5;Certificado de Conclusão;deferido;25/03/2024 16:25:28;SQL;072.178.0115-1;Rua dos Abacateiros, 39, Jardim do Colegio;02431010;Jardim do Colegio;;R2h, R2h-1;39299-24-SP-CCE;Totalmente;240.86
1020.2024/0006474-0;Certificado de Conclusão;deferido;10/04/2024 14:40:00;SQL;077.139.0021-7;Rua Donato, 251, Vila Bonilha;02917080;Vila Bonilha;;HIS;39308-24-SP-CCE;Totalmente;493.53
1020.2024/0006886-0;Certificado de Conclusão;deferido;07/05/2024 11:05:25;SQL;187.126.0012-0;RUA JUVENCIO DE ARAUJO FIGUEIREDO, 309, CASA, PERUS;05204140;PERUS;;R2h, R2h-1;39315-24-SP-CCE;Totalmente;368.38
1020.2024/0007185-2;Certificado de Conclusão;deferido;15/04/2024 14:24:43;SQL;078.220.0013-6;ABRAHAM LINCOLN, 194, Lote 16 quadra 28, PQ. SÃO SOMINGOS;05123000;PQ. SÃO SOMINGOS;;R2h, R2h-1;39321-24-SP-CCE;Totalmente;419.39
1020.2024/0007115-1;Certificado de Conclusão;deferido;03/04/2024 13:44:50;SQL;030.111.0022-5;RUA EMILIO MALLET, 326, TATUAPÉ;03320000;TATUAPÉ;;nR1, nR1-3;39356-24-SP-CCE;Totalmente;579
1020.2024/0006587-9;Certificado de Conclusão;deferido;20/05/2024 13:02:01;SQL;070.176.0066-5;Rua Altinopolis, 147, Agua Fria;02334000;Agua Fria;;HIS, R2v, nR1, R2v-1, nR1-3;39368-24-SP-CCE;Totalmente;12113.25
1020.2024/0007012-0;Certificado de Conclusão;deferido;09/05/2024 13:15:33;SQL;087.424.0059-7;Rua Ferreira do Alentejo, 226, JARDIM HELIOMAR;04728060;JARDIM HELIOMAR;;R2h, R2h-1;39374-24-SP-CCE;Totalmente;215.37
