n_processo;assunto;status;data_deferimento;tipo_de_localizacao;localizacao;endereco;cep;categoria_uso;numero_documento;certf_conclusao_tipo;area_objeto_certf_concl
1020.2023/0022455-0;Certificado de Conclusão;deferido;09/02/2024 11:34:44;SQL;118.129.0060-1;R   DIVINA PASTORA, 140, Vila Nova Pauliceia;03267060;HIS;34661-23-SP-CCE;Totalmente;452.95
1020.2023/0022465-7;Certificado de Conclusão;deferido;29/11/2023 14:35:52;SQL;069.112.0028-8;RUA AGENTE GOMES, 223, JARDIM SÃO PAULO;02040090;HIS;34662-23-SP-CCE;Totalmente;712.61
1020.2023/0023062-2;Certificado de Conclusão;deferido;17/11/2023 18:14:55;SQL;082.217.0009-6;RUA FRANCISCO PEDRO DO AMARAL, 199, JAGUARÉ;05334110;R2h, R2h-1;34668-23-SP-CCE;Totalmente;163.9
1020.2023/0023497-0;Certificado de Conclusão;deferido;11/12/2023 18:07:54;SQL, SQL;069.066.0012-5, 069.066.0013-3;RUA PEDRO CACUNDA, 622, JARDIM SÃO PAULO, RUA PEDRO CACUNDA, 620, JARDIM SÃO PAULO;02046090, 02046090;HIS;34669-23-SP-CCE;Totalmente;725.35
1020.2023/0023065-7;Certificado de Conclusão;deferido;19/01/2024 14:58:44;SQL;111.127.0031-4;avenida São Miguel, 5120, Jardim Cotinha;03870100;nR2, nR2-10;34670-23-SP-CCE;Totalmente;1693.68
1020.2023/0022532-7;Certificado de Conclusão;deferido;08/02/2024 16:39:24;SQL;067.108.0006-7;Rua Tanque Velho, 2495, Vila Nivi;02251002;HIS;34680-23-SP-CCE;Totalmente;1024.49
1020.2023/0022935-7;Certificado de Conclusão;deferido;29/02/2024 16:10:20;SQL;116.322.0036-7;Rua Engenheiro Guilherme Cristiano Frender, 1348, Aricanduva;03477000;R2h, R2h-1;34682-23-SP-CCE;Totalmente;734.78
1020.2023/0022482-7;Certificado de Conclusão;deferido;15/12/2023 10:26:53;SQL;057.086.0007-1;Rua Benedito Passos, 100, 0, Penha de França;03512020;HMP, R2v, R2v-1;34693-23-SP-CCE;Totalmente;758.73
1020.2023/0023082-7;Certificado de Conclusão;deferido;17/11/2023 17:36:55;SQL;071.339.0058-0;Rua Ramal dos Menezes, 214, Vila Romero;02469000;R2h, R2h-1;34739-23-SP-CCE;Totalmente;367.66
1020.2023/0022694-3;Certificado de Conclusão;deferido;14/12/2023 12:36:52;SQL;057.278.0005-6;Rua Lupionopolis, 262, QUADRA 18, JARDIM MARINGÁ;03525000;HIS, HMP;34769-23-SP-CCE;Totalmente;963.74
1020.2023/0023093-2;Certificado de Conclusão;deferido;15/12/2023 09:19:23;SQL;058.183.0024-2;RUA COLATINA, 387, CIDADE PATRIARCA;03550000;R2h, R2h-1;34779-23-SP-CCE;Totalmente;353.68
1020.2023/0023094-0;Certificado de Conclusão;deferido;12/12/2023 11:50:18;SQL;102.110.0046-8;R GOMES, 860, VILA IVONE;03275010;R2h, R2h-1;34780-23-SP-CCE;Totalmente;288.72
1020.2023/0022713-3;Certificado de Conclusão;deferido;24/11/2023 14:25:43;SQL, SQL;082.528.0002-5, 082.528.0015-7;Rua Raul Saddi, 88, E Rua Moncorvo Filho, 560, Butantã, Rua Raul Saddi, 64, Butantã;05503010, 05503010;HIS, HMP, R2v, nR1, R2v-3, nR1-3;34799-23-SP-CCE;Totalmente;61410.38
1020.2023/0023223-4;Certificado de Conclusão;deferido;21/11/2023 15:22:04;SQL;055.047.0007-8;Rua Nisia Floresta, 166, Vila Carrão;03426020;R2h, R2h-1;34809-23-SP-CCE;Totalmente;341.43
1020.2023/0023226-9;Certificado de Conclusão;deferido;15/02/2024 15:27:17;SQL;036.030.0045-5;Rua Desembargador Eliseu Guilherme, 257, Paraíso;04004030;R2v, nR1, R2v-1, nR1-12, nR1-3;34827-23-SP-CCE;Totalmente;2203.63
1020.2023/0023461-0;Certificado de Conclusão;deferido;04/01/2024 14:32:24;SQL;036.094.0132-1;Av. Brigadeiro Luis Antonio, 4987, Jardim Paulista;01401002;nR1, nR2, nR1-6, nR2-8;34870-23-SP-CCE;Totalmente;802.03
1020.2023/0023466-0;Certificado de Conclusão;deferido;21/02/2024 14:43:29;SQL;163.238.0012-7;RUA JOÃO CARIANI, 87, VILA REGIS;04811170;R2h, R2h-1;34885-23-SP-CCE;Totalmente;258.43
1020.2023/0023942-5;Certificado de Conclusão;deferido;15/01/2024 13:08:46;SQL;010.035.2347-1;Rua Paim, 269, Bela Vista;01306010;nR1, nR1-6, nR1-1;34903-23-SP-CCE;Totalmente;36.93
1020.2023/0022970-5;Certificado de Conclusão;deferido;19/01/2024 11:05:44;SQL;069.137.0028-8;Rua Guajurus, 593, Jardim São Paulo;02045070;HMP;34909-23-SP-CCE;Totalmente;962.48
1020.2023/0023106-8;Certificado de Conclusão;deferido;26/12/2023 16:05:44;SQL;131.135.0011-6;RUA PADRE SERAFIM LEITE, 6, ERMELINO MATARAZZO;03810010;HIS;34920-23-SP-CCE;Totalmente;1445.78
1020.2023/0023722-8;Certificado de Conclusão;deferido;14/03/2024 10:30:21;SQL;116.134.0030-5;Rua Amarais, 252, Vila Formosa;03436010;R2h, R2h-1;34927-23-SP-CCE;Totalmente;227.5
1020.2023/0025029-1;Certificado de Conclusão;deferido;31/01/2024 17:06:30;SQL;090.391.0011-1;RUA FRANCISCO DE MARCO, 96, JARDIM LUANDA ;04678090;R2h, R2h-1;34950-23-SP-CCE;Totalmente;200.7
1020.2023/0023723-6;Certificado de Conclusão;deferido;05/12/2023 15:33:00;SQL, SQL, SQL;098.001.0025-3, 098.001.0026-1, 098.001.0027-1;Rua Caiapós, 281, Vila Anastácio , Rua Caiapós, 287, Vila Anastácio , Rua Caiapós, 297, Vila Anastácio ;05094000, 05094000, 05094000;nR2, nR1, nR2-4, nR1-3;34952-23-SP-CCE;Totalmente;370.47
1020.2023/0023725-2;Certificado de Conclusão;deferido;15/03/2024 12:36:45;SQL;152.108.0002-3;RUA LEONARDO DE OLIVEIRA, 148, SAPOPEMBA;03975040;R2h, R2h-1;34975-23-SP-CCE;Totalmente;292.1
1020.2023/0023244-7;Certificado de Conclusão;deferido;15/12/2023 11:31:48;SQL;138.349.0020-5;AVENIDA NAGIB FARAH MALUF , 0, JARDIM HELENA;08253015;R2v, HMP, HIS, R2v-4;34983-23-SP-CCE;Parcialmente;26250.68
1020.2023/0023248-0;Certificado de Conclusão;deferido;11/03/2024 12:32:43;SQL;110.343.0021-1;RUA SAO PEDRO DOS FERROS, 73, JD. POPULAR;03640030;HIS;34995-23-SP-CCE;Totalmente;515.93
1020.2023/0023508-0;Certificado de Conclusão;deferido;12/12/2023 17:46:43;SQL;117.304.0004-2;rua jose loureiro das neves, 211, vila moça;03286040;HIS;35045-23-SP-CCE;Totalmente;755.29
1020.2023/0024062-8;Certificado de Conclusão;deferido;18/01/2024 18:18:50;SQL;087.425.0007-9;RUA DONA AURORA ALEGRETTI, 108, JARDIM HELIOMAR;04728090;R2h, R2h-1;35068-23-SP-CCE;Totalmente;269.7
1020.2023/0023570-5;Certificado de Conclusão;deferido;26/12/2023 11:39:20;SQL;007.056.0019-1;Rua General Jardim, 638, Vila Buarque;01223010;HMP;35070-23-SP-CCE;Totalmente;1334.69
1020.2023/0024862-9;Certificado de Conclusão;deferido;18/12/2023 11:38:43;SQL;111.117.0005-1;RUA SEBASTIÃO DA SILVA BUENO, 225, VILA PONTE RASA;03882100;R2h, R2h-1;35081-23-SP-CCE;Totalmente;265.5
1020.2023/0023593-4;Certificado de Conclusão;deferido;26/12/2023 11:08:06;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;011.072.0033-4, 011.072.0041-5, 011.072.0042-3, 011.072.0043-1, 011.072.0044-1, 011.072.0245-0, 011.072.0246-9, 011.072.0247-7;Rua Cristiano Viana, 1246, Jardim américa, Rua Cristiano Viana, 1214, Jardim América, Rua Cristiano Viana, 1210, Jardim América, Rua Cristiano Viana, 1208, Jardim América, Rua Cristiano Viana, 1204, Jardim América, Rua Cristiano Viana, 1226, Jardim América, Rua Cristiano Viana, 1218, Jardim América, Rua Cristiano Viana, 1216, Jardim América;05411002, 05411002, 05411002, 05411002, 05411002, 05411002, 05411002, 05411002;HMP, R2v, nR1, R2v-1, nR1-3, nR1-12;35083-23-SP-CCE;Totalmente;8946.44
1020.2023/0024053-9;Certificado de Conclusão;deferido;10/01/2024 15:37:27;SQL;118.446.0001-6;RUA AUGUSTO LOBO DE MORA, 38, VILA DIVINA PASTORA;03265170;R2h, R2h-1;35086-23-SP-CCE;Totalmente;258.09
1020.2023/0024056-3;Certificado de Conclusão;deferido;19/12/2023 16:57:00;SQL;121.044.0022-7;Rua Luísa Bocchiglieri Ximenes, 166, Jardim Santa Cruz ;04456175;R2h, R2h-1;35088-23-SP-CCE;Totalmente;218.55
1020.2023/0023596-9;Certificado de Conclusão;deferido;11/12/2023 18:05:17;SQL;044.168.0016-9;RUA CAMPOS NOVOS, 294, 298, VILA ZELINA;03145020;HIS;35100-23-SP-CCE;Totalmente;748.2
1020.2023/0024076-8;Certificado de Conclusão;deferido;13/12/2023 12:41:04;SQL;109.109.0024-7;RUA ALEXANDRE MONTEIRO, 65 e 59, LOTE 24 da QUADRA L, SÍTIO BARRO BRANCO;02355280;R2h, R2h-1;35123-23-SP-CCE;Totalmente;1.62
1020.2023/0024335-0;Certificado de Conclusão;deferido;20/03/2024 16:46:30;SQL;190.055.0004-1;AVENIDA RAIMUNDO PEREIRA DE MAGALHÃES, 12217, PIRITUBA;02989095;nR1, nR1-3;35163-23-SP-CCE;Totalmente;906.96
1020.2023/0024503-4;Certificado de Conclusão;deferido;22/02/2024 13:52:52;SQL, SQL;118.541.0002-4, 118.541.0002-4;Rua Alberto Ramos, 89, Vila Prudente, Rua General Irulegui Cunha, S/N, Vila Prudente;03222000, 03222000;HIS, R2v, R2v-1;35165-23-SP-CCE;Parcialmente;3306.96
1020.2023/0024349-0;Certificado de Conclusão;deferido;19/12/2023 10:13:17;SQL;060.315.0023-1;RUA TUJUBA ESQ. RUA PROFESSOR OSCAR MONTE, 815, VILA SÃO GERALDO;03608030;R2h, R2h-1;35168-23-SP-CCE;Totalmente;298
1020.2023/0023900-0;Certificado de Conclusão;deferido;27/12/2023 12:48:41;SQL;113.452.0003-9;RUA JUAZEIRO DO NORTE, 264, PENHA;03687000;HIS;35179-23-SP-CCE;Totalmente;791.02
1020.2023/0024682-0;Certificado de Conclusão;deferido;18/12/2023 17:18:03;SQL;036.107.0004-1;AVENIDA SANTO AMARO, 373, JARDIM PAULISTA;04505000;nR1, nR1-3;35188-23-SP-CCE;Totalmente;471.75
1020.2023/0024358-9;Certificado de Conclusão;deferido;14/12/2023 18:51:55;SQL;037.014.1709-1;Rua Cubatão, 810, Vila Mariana;04013003;R2v, nR1, R2v-2, nR1-12, nR1-3;35196-23-SP-CCE;Totalmente;6513.18
1020.2023/0028128-6;Certificado de Conclusão;deferido;12/01/2024 09:32:48;SQL;046.187.0015-7;RUA JOSE ANTONIO MAVER, 16, SAÚDE;04131100;R2h, R2h-1;35226-23-SP-CCE;Totalmente;209.04
1020.2023/0024688-0;Certificado de Conclusão;deferido;29/02/2024 13:37:05;SQL;055.284.0217-4;RUA GUAXUPÉ , 408, VILA ANTONINA;03416050;R2h, R2h-1;35243-23-SP-CCE;Totalmente;303.33
1020.2023/0024864-5;Certificado de Conclusão;deferido;19/01/2024 19:42:48;SQL;105.163.0010-4;RUA CORONEL AUGUSTO MACHADO , 115, VILA MARIA EUGENIA;05159520;R2h, R2h-1;35273-23-SP-CCE;Totalmente;417.15
1020.2023/0024863-7;Certificado de Conclusão;deferido;07/12/2023 19:43:54;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;043.094.0053-1, 043.094.0056-6, 043.094.0052-3, 043.094.0051-5, 043.094.0050-7, 043.094.0039-6, 043.094.0038-8, 043.094.0037-1, 043.094.0015-9, 043.094.0012-4, 043.094.0011-6;Rua Dona Leopoldina, 270, Ipiranga, Rua Vinte e Oito de Setembro, s/n, Ipiraga, Rua Dona Leopoldina, 262, Ipiranga, Rua Dona Leopoldina, 250, Ipiranga, Rua Dona Leopoldina, 242, Ipiranga, Rua Gama Lobo, 1983 e 1983A, Ipiranga, Rua Gama Lobo, 1989 e 1995, Ipiranga, Rua Gama Lobo, 2001, Ipiranga, Rua Dona Leopoldina, 258, Ipiranga, Rua Gama Lobo, 2007, Ipiranga, Rua Gama Lobo, 2009, Ipiranga;04278040, 04267000, 04278040, 04278040, 04278040, 04269001, 04269001, 04269001, 04278040, 04269001, 04269001;R2v, nR1, R2v-3, nR1-3, nR1-12;35277-23-SP-CCE;Totalmente;28566.64
1020.2023/0024193-4;Certificado de Conclusão;deferido;11/03/2024 15:55:14;SQL, SQL;134.047.0005-7, 134.047.0006-5;Rua Ipê Roxo, 919, Jardim dos Ipês, Rua Ipê Roxo, 919, Jardim dos Ipês;08160330, 08160330;HIS;35279-23-SP-CCE;Totalmente;1263.12
1020.2023/0024172-1;Certificado de Conclusão;deferido;14/02/2024 14:01:52;SQL, SQL, SQL, SQL;046.023.0009-1, 046.023.0008-1, 046.023.0007-3, 046.023.0024-3;RUA ASSUNGUI, 87, VILA GUMERCINDO, RUA ASSUNGUI, 95, VILA GUMERCINDO, RUA ASSUNGUI, 105, VILA GUMERCINDO, RUA ASSUNGUI, 121, VILA GUMERCINDO;04131000, 04131000, 04131000, 04131000;R2v, nR1, R2v-2, nR1-3, nR1-12;35282-23-SP-CCE;Totalmente;17256.07
1020.2023/0024171-3;Certificado de Conclusão;deferido;11/12/2023 18:20:47;SQL;055.146.0063-7;RUA PICINGUABA, 241, VILA SANTA ISABEL;03432000;HIS;35298-23-SP-CCE;Totalmente;633.94
1020.2023/0024708-8;Certificado de Conclusão;deferido;02/02/2024 19:21:03;SQL;010.001.0121-5;Avenida Higienópolis, 375, Apto 501-502-601, Avenida Higienópolis;01238001;R2v, R2v-3;35323-23-SP-CCE;Totalmente;0
1020.2023/0024195-0;Certificado de Conclusão;deferido;19/12/2023 14:58:45;SQL;117.442.0014-8;RUA EDMUNDO JUVENTO FUENTES, 102, PARQUE TOMAS SARAIVA;03280000;HIS;35338-23-SP-CCE;Totalmente;626.79
1020.2023/0024853-0;Certificado de Conclusão;deferido;31/01/2024 17:23:45;SQL;070.073.0187-8;RUA DÁRCIO DE ALMEIDA, 44 - 54 e 58, Agua Fria;02410050;R2h, R2h-1;35352-23-SP-CCE;Totalmente;469.12
1020.2023/0024395-3;Certificado de Conclusão;deferido;27/02/2024 03:12:49;SQL;126.012.0009-9;RUA MAXIMILIANO DE ALMEIDA, 228, JARAGUÁ;02984060;HIS;35397-23-SP-CCE;Totalmente;459.56
1020.2023/0025223-5;Certificado de Conclusão;deferido;06/03/2024 12:16:20;SQL, SQL, SQL, SQL, SQL;054.016.0119-0, 054.016.0118-2, 054.016.0057-7, 054.016.0056-9, 054.016.0055-0;RUA PADRE ESTEVÃO PERNET, 665, TATUAPÉ, RUA PADRE ESTEVÃO PERNET, 665 FUNDOS, TATUAPÉ, RUA AIRI, 304, - 56, TATUAPÉ, RUA AIRI, 310, - 58, TATUAPÉ, RUA AIRI, 314, TATUAPÉ;03315000, 03315000, 03310010, 03310010, 03310010;nR2, nR2-6;35445-23-SP-CCE;Totalmente;83.23
1020.2023/0025233-2;Certificado de Conclusão;deferido;19/12/2023 15:47:03;SQL;072.109.0246-5;Rua Francisca Biriba, 7, Esquina com a Rua Mário La Torre, Santa Teresinha;02451040;R2h, R2h-1;35448-23-SP-CCE;Totalmente;314.52
1020.2023/0025064-0;Certificado de Conclusão;deferido;19/12/2023 15:48:43;SQL;068.121.0024-2;Travessa Leda Letícia, 81, Parada Inglesa;02248150;R2h, R2h-1;35450-23-SP-CCE;Totalmente;286.56
1020.2023/0025307-0;Certificado de Conclusão;deferido;20/02/2024 15:19:29;SQL, SQL, SQL, SQL, SQL, SQL;047.285.0481-6, 047.285.0014-4, 047.285.0015-2, 047.285.0016-0, 047.285.0480-8, 047.285.0018-7;AV. Afonso Mariano Fagundes, 165, Saúde, AV. Afonso Mariano Fagundes, 137, Saúde, Av. Afonso Mariano Fagundes, 141, Saúde, Av Afonso Mariano Fagundes, 151, Saúde, Av. Afonso Mariano Fagundes, 161, Saúde, Av. Afonso Mariano Fagundes, 173, Saúde;04054000, 04054000, 04054000, 04054000, 04054000, 04054000;R2v, nR1, R2v-2, nR1-12, nR1-3;35455-23-SP-CCE;Totalmente;19226.24
1020.2023/0024533-6;Certificado de Conclusão;deferido;19/12/2023 18:27:54;SQL;066.264.0159-9;R CEL  LOPES BRANCO, 289, JD. BRASIL;02221020;HIS;35459-23-SP-CCE;Totalmente;289.66
1020.2023/0025245-6;Certificado de Conclusão;deferido;18/12/2023 12:04:56;SQL;047.079.0464-5;Avenida Jabaquara, 1730 - 1734 - 1744 - 1750, Jabaquara;04046300;R2v, nR1, R2v-2, nR1-3, nR1-12;35462-23-SP-CCE;Totalmente;9099.9
1020.2023/0027133-7;Certificado de Conclusão;deferido;10/01/2024 16:08:46;SQL;107.447.0129-4;Rua Tenente Pio Correia da Rocha, 50, Freguesia do O;02842110;R2h, R2h-1;35466-23-SP-CCE;Totalmente;200.9
1020.2023/0025246-4;Certificado de Conclusão;deferido;30/01/2024 17:49:08;SQL, SQL, SQL;085.020.0046-2, 085.020.0020-9, 085.020.0066-7;Rua Professor Doutor Jose Marques da Cruz, 85, Santo Amaro, Rua Professor Doutor Jose Marques da Cruz, 125, Santo Amaro, Rua Professor Doutor José Marques da Cruz, 103, Santo Amaro;04707020, 04707020, 04707020;R2v, nR1, R2v-2, nR1-3, nR1-12;35477-23-SP-CCE;Totalmente;8703.77
1020.2023/0024741-0;Certificado de Conclusão;deferido;19/12/2023 12:49:50;SQL;057.201.0039-3;AV   BRASILIO PEREIRA DE MELO, 389, JARDIM MARINGA;03522000;HIS;35520-23-SP-CCE;Totalmente;1046.17
1020.2023/0024752-5;Certificado de Conclusão;deferido;27/12/2023 12:47:57;SQL;067.172.0047-2;R   PAULO DE FARIA, 766, VILA GUSTAVO;02267000;;35547-23-SP-CCE;Totalmente;
1020.2023/0025863-2;Certificado de Conclusão;deferido;14/12/2023 19:28:56;SQL;044.196.0036-5;RUA DOS CICLAMES, 0, VILA PRUDENTE;03146010;nR1, nR1-3;35609-23-SP-CCE;Totalmente;402.42
1020.2023/0026095-5;Certificado de Conclusão;deferido;14/12/2023 09:02:43;SQL;066.278.0011-1;RUA ARMANDO PAIM, 9, VILA MEDEIROS;02216060;R2h, R2h-1;35656-23-SP-CCE;Totalmente;162.2
1020.2023/0025302-9;Certificado de Conclusão;deferido;01/03/2024 15:00:43;SQL;060.143.0009-0;RUA MARIA TEREZA ASSUNÇÃO, 284, VL SAO GERALDO;03609000;HMP;35741-23-SP-CCE;Totalmente;264.6
1020.2023/0026444-6;Certificado de Conclusão;deferido;13/03/2024 16:43:28;SQL;090.298.0034-8;Rua Professor Guilherme Belfort Sabino, 229, Campininha;04678000;R2h, R2h-1;35747-23-SP-CCE;Totalmente;327.86
1020.2023/0026119-6;Certificado de Conclusão;deferido;06/03/2024 16:39:26;SQL;059.022.0068-7;RUA CLAUDIA, 316, VILA MARIETA;03617000;R2h, R2h-1;35748-23-SP-CCE;Totalmente;201.72
1020.2023/0026121-8;Certificado de Conclusão;deferido;09/02/2024 18:50:49;SQL;116.207.0002-5;RUA EMILIO DO LAGO, 357, LT.02 QD.47, JARDIM VILA FORMOSA;03470090;R2h, R2h-1;35761-23-SP-CCE;Totalmente;372.3
1020.2023/0026429-2;Certificado de Conclusão;deferido;29/02/2024 09:33:40;SQL;107.095.0020-2;RUA CARLOS CORREA, 165, Vila Dulcina;02842040;R2h, R2h-1;35795-23-SP-CCE;Totalmente;228.68
1020.2023/0026895-6;Certificado de Conclusão;deferido;22/12/2023 17:09:51;SQL, SQL, SQL;041.104.0042-2, 041.104.0026-0, 041.104.0009-0;Avenida Indianópolis, 68, Moema, Avenida Indianópolis, 46, Moema, Avenida Açoce, 71, Moema;04062000, 04062000, 04075020;R2v, nR1, R2v-2, nR1-12, nR1-3;35814-23-SP-CCE;Totalmente;12571.71
1020.2023/0025503-0;Certificado de Conclusão;deferido;10/01/2024 16:49:49;SQL;142.102.0018-1;RUA CANGAMBA , 221, ITAQUERA;08223080;HIS;35840-23-SP-CCE;Totalmente;731.77
1020.2023/0025507-2;Certificado de Conclusão;deferido;26/12/2023 11:28:12;SQL, SQL, SQL, SQL, SQL, SQL;041.201.0012-1, 041.201.0013-8, 041.201.0014-6, 041.201.0015-4, 041.201.0016-2, 041.201.0017-0;R MATURI, 87, MOEMA, R MATURI, 97, MOEMA, AV MIRUNA, 41 - E 47, MOEMA, AV MIRUNA, 51, MOEMA, R MAICURU, 94, MOEMA, R MAICURU, 95, MOEMA;04083010, 04083010, 04084000, 04084000, 04084010, 04084010;HMP;35851-23-SP-CCE;Totalmente;5533.47
1020.2023/0026445-4;Certificado de Conclusão;deferido;22/12/2023 15:26:54;SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL, SQL;085.023.0017-2, 085.023.0005-9, 085.023.0021-0, 085.023.0020-2, 085.023.0026-1, 085.023.0025-3, 085.023.0018-0, 085.023.0019-9, 085.023.0007-5;R CACILDA BECKER, 35, JARDIM DAS ACACIAS, R GETULIO SOARES DA ROCHA, 174, JARDIM DAS ACACIAS, R GETULIO SOARES DA ROCHA, 182, JARDIM DAS ACACIAS, R GETULIO SOARES DA ROCHA, 188, JARDIM DAS ACACIAS, R GETULIO SOARES DA ROCHA, 192, JD DA ACACIAS, R GETULIO SOARES DA ROCHA, 198, JARDIM DAS ACACIAS, R CACILDA BECKER, 45, JARDIM DAS ACACIAS, R CACILDA BECKER, 53, JARDIM DAS ACACIAS, R CACILDA BECKER, 61, JARDIM DAS ACACIAS;04704060, 04704050, 04704050, 04704060, 04704050, 04704050, 04704060, 04704060, 04704060;R2v, nR1, R2v-2, nR1-3, nR1-12;35881-23-SP-CCE;Totalmente;17265.14
1020.2023/0025705-9;Certificado de Conclusão;deferido;04/01/2024 15:56:48;SQL;306.013.0046-4;RUA OURO GROSSO, 510, PARQUE PERUCHE;02531000;HIS;35883-23-SP-CCE;Totalmente;511.1
1020.2023/0025730-0;Certificado de Conclusão;deferido;19/01/2024 11:36:55;SQL, SQL;009.025.0238-7, 009.025.0007-4;RUA MARIA JOSÉ, 289, BELA VISTA, RUA CONSELHEIRO CARRÃO, 125, BELA VISTA;01324010, 01328000;HIS;35887-23-SP-CCE;Totalmente;1529.13
1020.2023/0025731-8;Certificado de Conclusão;deferido;20/12/2023 17:29:56;SQL;116.303.0055-0;R   MATILDE LA GIUDICE, 157, JARDIM ARICANDUVA;03455020;HIS;35892-23-SP-CCE;Totalmente;985.2
1020.2023/0026448-9;Certificado de Conclusão;deferido;19/01/2024 15:12:47;SQL;085.587.0071-0;RUA ANDREA PAULINETTI, S/N, VILA UNIÃO;04707051;R2v, R2v-2;35895-23-SP-CCE;Totalmente;16756.95
1020.2023/0025748-2;Certificado de Conclusão;deferido;12/03/2024 10:46:05;SQL;055.295.0010-2;RUA SÃO CONSTÂNCIO, 682, VILA MAFRA;03414010;HIS;35907-23-SP-CCE;Totalmente;481.11
1020.2023/0025949-3;Certificado de Conclusão;deferido;01/03/2024 14:24:43;SQL;055.378.0019-5;RUA JUNO, 338, VILA CARRAO;03445000;HMP;35929-23-SP-CCE;Totalmente;1726.65
1020.2023/0026655-4;Certificado de Conclusão;deferido;08/02/2024 16:51:35;SQL;234.047.0021-8;RUA IONEJI MATSUBAYASHI, 467, VILA CARMOZINA;08260050;nR3, nR3-6;35934-23-SP-CCE;Parcialmente;8389.86
1020.2023/0025954-0;Certificado de Conclusão;deferido;11/01/2024 12:51:17;SQL;041.091.0054-2;Av. Agami, 347, 353 e 359, INDIANOPOLIS;04522001;HMP;35988-23-SP-CCE;Totalmente;3460.03
1020.2023/0027492-1;Certificado de Conclusão;deferido;18/01/2024 10:47:40;SQL;013.041.0824-4;Rua João Moura, 512 - CS 2, Cerqueira Cesar;05412001;R2v, nR1, nR2, R2v-3, nR1-5, nR1-6, nR1-12, nR2-1;36009-23-SP-CCE;Parcialmente;24600.81
1020.2023/0026893-0;Certificado de Conclusão;deferido;29/02/2024 13:33:21;SQL;068.068.0005-1;rua catapara, 177, vila piva;02073010;R2h, R2h-1;36015-23-SP-CCE;Totalmente;561.5
1020.2023/0026906-5;Certificado de Conclusão;deferido;20/12/2023 10:23:23;SQL;061.137.0017-8;Rua São Vicente do Araguaia, 193, Vila Beatriz;03643020;R2h, R2h-1;36037-23-SP-CCE;Totalmente;192.85
1020.2023/0027135-3;Certificado de Conclusão;deferido;31/01/2024 15:51:09;SQL;012.113.0259-8;Rua Campevas, 725, Rua José Donatelli, 8, Perdizes;05016010;R2v, R2v-2;36040-23-SP-CCE;Totalmente;20207.59
1020.2023/0027134-5;Certificado de Conclusão;deferido;04/01/2024 12:07:57;SQL;065.004.0011-9;RUA ESTEVAO MELIO, 541, VILA MARIA;02136060;R2h, R2h-1;36049-23-SP-CCE;Totalmente;321.25
1020.2023/0026183-8;Certificado de Conclusão;deferido;03/01/2024 19:26:55;SQL;115.098.0001-7;RUA ENGO ROMEU BELLUOMIN, 50, GUAIANAZES;08420270;HIS;36055-23-SP-CCE;Totalmente;725.38
1020.2023/0026412-8;Certificado de Conclusão;deferido;02/02/2024 12:46:50;SQL;059.143.0072-1;RUA BURITI ALEGRE , 681, ESQUINA COM A RUA PANGAUA 203, VILA RÉ;03657000;HIS;36081-23-SP-CCE;Totalmente;1053.42
1020.2024/0000232-0;Certificado de Conclusão;deferido;11/01/2024 11:15:32;SQL;148.102.0043-3;RUA MARECHAL MARQUES PORTO, 91, JARDIM CAGUASSU;03906020;R2h, R2h-1;36084-23-SP-CCE;Totalmente;203.32
1020.2023/0026457-8;Certificado de Conclusão;deferido;17/01/2024 16:02:13;SQL;117.411.0145-9;AVENIDA SAPOPEMBA, 7595, SAPOPEMBA;03988010;HIS;36091-23-SP-CCE;Totalmente;16535.04
1020.2023/0026467-5;Certificado de Conclusão;deferido;03/01/2024 19:28:31;SQL;114.118.0008-6;Rua Jacinto Machado, 115, VILA CARMONZINA;08295490;HIS;36106-23-SP-CCE;Totalmente;620.12
1020.2023/0026471-3;Certificado de Conclusão;deferido;17/01/2024 15:04:56;SQL;146.117.0011-8;RUA MIGUEL DE CABEDO, 95, CIDADE LIDER;03587020;HIS;36117-23-SP-CCE;Totalmente;945.41
1020.2023/0026947-2;Certificado de Conclusão;deferido;24/01/2024 17:37:44;SQL;198.076.0020-1;R   BRAS BELMONTE FERNANDES, 99999, Tremembe;02318040;HIS;36182-23-SP-CCE;Totalmente;471.24
1020.2023/0026913-8;Certificado de Conclusão;deferido;22/02/2024 12:06:29;SQL;078.249.0025-8;AV MUTINGA, 459, VILA PIRITUBA;05154000;HIS;36250-23-SP-CCE;Totalmente;557.41
1020.2023/0027860-9;Certificado de Conclusão;deferido;01/03/2024 16:39:45;SQL;114.117.0004-9;Rua paranatama, 124, 0, ITAQUERA;08295430;R2h, R2h-1;36274-23-SP-CCE;Totalmente;443.69
1020.2023/0026953-7;Certificado de Conclusão;deferido;08/02/2024 16:53:17;SQL;041.239.0041-0;Rua dos Chanés, S/N, Moema;04087032;HMP, nR1, nR1-12, nR1-2, nR1-3;36276-23-SP-CCE;Totalmente;16826.36
1020.2023/0027139-6;Certificado de Conclusão;deferido;28/12/2023 16:11:52;SQL;067.250.0027-4; Rua João Rosa,  248,  Vila Nivi;02255130;HIS;36300-23-SP-CCE;Totalmente;695.16
