sql;n_processo;n_protocolo;assunto;situacao;competencia;unidade_administrativa;sq
035.044.0225-3;2022-0.031.829-0;26829-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.032.673-0;28949-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.032.675-7;28978-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.032.682-0;29019-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.032.683-8;29052-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.033.196-3;29445-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.033.497-0;31314-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.033.753-8;31580-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.027.107-3;14040-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.027.842-6;16268-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.028.411-6;17771-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.029.995-4;22494-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2022-0.030.775-2;24513-22;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.046.0043-8;2022-0.030.106-1;20582-22;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;035.046
035.046.0043-8;2022-0.030.106-1;20582-22;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;035.046
035.062.0003-8;2020-0.000.809-3;27989-22;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.062
035.062.0003-8;2020-0.000.809-3;8266-22;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;035.062
035.062.0003-8;2020-0.000.809-3;8266-22;Alvará de Aprovação de Reforma;Indeferido;SMPR;Prefeitura Regional Ipiranga;035.062
035.062.0003-8;2020-0.000.809-3;27989-22;Alvará de Aprovação de Reforma;Deferido - Encerrado;SMPR;Prefeitura Regional Ipiranga;035.062
035.065.0105-4;2022-0.027.829-9;13606-22;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMUL;COMIN-GTEA;035.065
040.034.0028-3;2022-0.005.382-3;32724-22;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;040.034
040.034.0028-3;2022-0.005.382-3;32724-22;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;040.034
040.051.0006-6;2022-0.026.686-0;13222-22;Certificado de Conclusão;Deferido - Encerrado;SMUL;COMIN-GTEA;040.051
040.056.0014-1;2022-0.033.754-6;31702-22;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMUL;COMIN-GTEA;040.056
040.056.0014-1;2022-0.026.091-8;12036-22;Alvará de Execução de Demolição;Indeferido;SMUL;COMIN-GTEA;040.056
040.056.0014-1;2022-0.026.091-8;12036-22;Alvará de Execução de Demolição;Indeferido;SMUL;COMIN-GTEA;040.056
040.056.0015-8;2022-0.033.733-3;31700-22;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMUL;COMIN-GTEA;040.056
040.056.0015-8;2022-0.026.086-1;11982-22;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;040.056
040.056.0015-8;2022-0.026.086-1;11982-22;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;040.056
040.074.0014-8;2022-0.024.126-3;10304-22;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;040.074
040.074.0032-6;2022-0.029.244-5;20607-22;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMUL;COMIN-GTEA;040.074
040.084.0051-6;2022-0.032.990-0;29777-22;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMUL;COMIN-GTEA;040.084
040.085.0010-3;2022-0.026.277-5;11917-22;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMUL;COMIN-GTEA;040.085
040.097.0039-4;2022-0.034.123-3;33177-22;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;040.097
040.097.0039-4;2022-0.034.123-3;33177-22;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;040.097
040.097.0040-8;2022-0.034.123-3;33177-22;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;040.097
040.097.0040-8;2022-0.034.123-3;33177-22;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;040.097
040.125.0058-9;2022-0.019.768-0;8585-22;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;040.125
040.125.0058-9;2022-0.027.118-9;14660-22;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMUL;COMIN-GTEA;040.125
040.125.0058-9;2022-0.019.768-0;8585-22;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;040.125
040.126.0006-0;2022-0.027.337-8;15212-22;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;040.126
040.126.0006-0;2022-0.027.337-8;15212-22;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;040.126
040.199.0007-8;2022-0.030.287-4;21539-22;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido - Encerrado;SMUL;GTEL;040.199
040.199.0007-8;2022-0.030.287-4;21539-22;Alvará de Aprovação e Execução para Residência Unifamiliar;Indeferido - Encerrado;SMUL;GTEL;040.199
035.017.0097-0;2023-0.001.599-0;4579-23;Alvará de Execução de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;035.017
035.017.0097-0;2023-0.001.599-0;4579-23;Alvará de Execução de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;035.017
035.029.0035-3;2023-0.003.969-5;11288-23;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;035.029
035.029.0035-3;2023-0.003.969-5;11288-23;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;035.029
035.029.0058-2;2023-0.004.646-2;13451-23;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;035.029
035.029.0058-2;2023-0.004.646-2;13451-23;Alvará de Aprovação e Execução para Residência Unifamiliar;Em Análise;SMUL;GTEL;035.029
035.044.0225-3;2023-0.003.777-3;10934-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.003.817-6;10953-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.003.965-2;11402-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.004.649-7;13545-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.002.788-3;8067-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.002.783-2;8079-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.002.784-0;8097-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.000.878-1;2648-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.001.467-6;4284-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.002.195-8;6216-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.002.198-2;6240-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.003.343-3;8783-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
035.044.0225-3;2023-0.003.098-1;8868-23;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;Deferido - Encerrado;SMUL;COMIN-GTEA;035.044
040.056.0004-2;2023-0.003.156-2;9335-23;Certificado de Conclusão;Em Análise;SMUL;COMIN-GTEA;040.056
040.056.0005-0;2023-0.003.156-2;9335-23;Certificado de Conclusão;Em Análise;SMUL;COMIN-GTEA;040.056
040.056.0014-1;2022-0.026.091-8;9704-23;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;040.056
040.056.0014-1;2022-0.026.091-8;9704-23;Alvará de Execução de Demolição;Em Análise;SMUL;COMIN-GTEA;040.056
040.106.0026-8;2023-0.002.254-7;6258-23;Alvará de Autorização para avanço de Tapume sobre parte do Passeio Público;Deferido - Encerrado;SMUL;COMIN-GTEA;040.106
040.127.0070-7;2023-0.000.505-7;1651-23;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;040.127
040.127.0071-5;2023-0.000.505-7;1651-23;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;040.127
040.127.0072-3;2023-0.000.505-7;1651-23;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;040.127
040.127.0073-1;2023-0.000.505-7;1651-23;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;040.127
040.127.0074-1;2023-0.000.505-7;1651-23;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;040.127
040.127.0075-8;2023-0.000.505-7;1651-23;Certificado de Conclusão de Demolição;Deferido - Encerrado;SMUL;COMIN-GTEA;040.127
