processo;despacho;contagem_dispatched;contagem_dom
1020.2023/0008149-0;Despacho deferido;1;correto
1020.2023/0008150-3;Despacho deferido;1;correto
1020.2023/0008151-1;Despacho deferido;1;correto
1020.2023/0008179-1;Despacho deferido;1;correto
1020.2023/0008181-3;Despacho deferido;1;correto
1020.2023/0008183-0;Despacho deferido;1;correto
1020.2023/0008198-8;Despacho deferido;1;correto
1020.2023/0008199-6;Despacho deferido;1;correto
1020.2023/0008260-7;Despacho deferido;1;correto
1020.2023/0008265-8;Despacho deferido;1;correto
1020.2023/0008266-6;Despacho deferido;1;correto
1020.2023/0008268-2;Despacho deferido;1;correto
1020.2023/0008271-2;Despacho deferido;1;correto
1020.2023/0008273-9;Despacho deferido;1;correto
1020.2023/0008275-5;Despacho deferido;1;correto
1020.2023/0008277-1;Despacho deferido;1;correto
1020.2023/0008278-0;Despacho deferido;1;correto
1020.2023/0008279-8;Despacho deferido;1;correto
1020.2023/0008280-1;Despacho deferido;1;correto
1020.2023/0007668-2;Despacho deferido;1;correto
1020.2023/0007660-7;Despacho deferido;1;correto
1020.2023/0007224-5;Despacho deferido;1;correto
1020.2023/0007163-0;Despacho deferido;1;correto
1020.2023/0007164-8;Despacho deferido;1;correto
1020.2023/0007165-6;Despacho deferido;1;correto
1020.2023/0007167-2;Despacho deferido;1;correto
1020.2023/0007169-9;Despacho deferido;1;correto
1020.2023/0007171-0;Despacho deferido;1;correto
1020.2023/0007173-7;Despacho deferido;1;correto
1020.2023/0007175-3;Despacho deferido;1;correto
1020.2023/0007178-8;Despacho deferido;1;correto
1020.2023/0007180-0;Despacho deferido;1;correto
1020.2023/0007186-9;Despacho deferido;1;correto
1020.2023/0007218-0;Despacho deferido;1;correto
1020.2023/0007237-7;Despacho deferido;1;correto
1020.2023/0007658-5;Despacho deferido;1;inexistente
1020.2023/0007238-5;Despacho deferido;1;correto
1020.2023/0007277-6;Despacho deferido;1;correto
1020.2023/0007278-4;Despacho deferido;1;correto
1020.2023/0007279-2;Despacho deferido;1;correto
1020.2023/0007283-0;Despacho deferido;1;correto
1020.2023/0007284-9;Despacho deferido;1;correto
1020.2023/0007287-3;Despacho deferido;1;correto
1020.2023/0007290-3;Despacho deferido;1;correto
1020.2023/0007291-1;Despacho deferido;1;correto
1020.2023/0007302-0;Despacho deferido;1;correto
1020.2023/0007305-5;Despacho deferido;1;correto
1020.2023/0007133-8;Despacho deferido;1;correto
1020.2023/0007129-0;Despacho deferido;1;correto
1020.2023/0007125-7;Despacho deferido;1;correto
1020.2023/0007124-9;Despacho deferido;1;correto
1020.2023/0006975-9;Despacho deferido;1;correto
1020.2023/0006977-5;Despacho deferido;1;correto
1020.2023/0006979-1;Despacho deferido;1;correto
1020.2023/0006981-3;Despacho deferido;1;correto
1020.2023/0007003-0;Despacho deferido;1;correto
1020.2023/0007004-8;Despacho deferido;1;correto
1020.2023/0007009-9;Despacho deferido;1;correto
1020.2023/0007059-5;Despacho deferido;1;inexistente
1020.2023/0007061-7;Despacho deferido;1;correto
1020.2023/0007063-3;Despacho deferido;1;correto
1020.2023/0007066-8;Despacho deferido;1;correto
1020.2023/0007069-2;Despacho deferido;1;correto
1020.2023/0007073-0;Despacho deferido;1;correto
1020.2023/0007078-1;Despacho deferido;1;correto
1020.2023/0007079-0;Despacho deferido;1;correto
1020.2023/0007082-0;Despacho deferido;1;correto
1020.2023/0007086-2;Despacho deferido;1;correto
1020.2023/0007090-0;Despacho deferido;1;correto
1020.2023/0007107-9;Despacho deferido;1;correto
1020.2023/0007111-7;Despacho deferido;1;correto
1020.2023/0007116-8;Despacho deferido;1;correto
1020.2023/0007117-6;Despacho deferido;1;correto
1020.2023/0007122-2;Despacho deferido;1;correto
1020.2023/0007306-3;Despacho deferido;1;correto
1020.2023/0007309-8;Despacho deferido;1;correto
1020.2023/0007314-4;Despacho deferido;1;correto
1020.2023/0007526-0;Despacho deferido;1;correto
1020.2023/0007531-7;Despacho deferido;1;correto
1020.2023/0007534-1;Despacho deferido;1;correto
1020.2023/0007536-8;Despacho deferido;1;correto
1020.2023/0007541-4;Despacho deferido;1;correto
1020.2023/0007544-9;Despacho deferido;1;correto
1020.2023/0007546-5;Despacho deferido;1;correto
1020.2023/0007548-1;Despacho deferido;1;correto
1020.2023/0007550-3;Despacho deferido;1;correto
1020.2023/0007551-1;Despacho deferido;1;correto
1020.2023/0007553-8;Despacho deferido;1;correto
1020.2023/0007555-4;Despacho deferido;1;correto
1020.2023/0007556-2;Despacho deferido;1;correto
1020.2023/0007557-0;Despacho deferido;1;correto
1020.2023/0007561-9;Despacho deferido;1;inexistente
1020.2023/0007565-1;Despacho deferido;1;inexistente
1020.2023/0007567-8;Despacho deferido;1;correto
1020.2023/0007575-9;Despacho deferido;1;inexistente
1020.2023/0007581-3;Despacho deferido;1;correto
1020.2023/0007582-1;Despacho deferido;1;correto
1020.2023/0007583-0;Despacho deferido;1;correto
1020.2023/0007587-2;Despacho deferido;1;correto
1020.2023/0007590-2;Despacho deferido;1;correto
1020.2023/0007594-5;Despacho deferido;1;correto
1020.2023/0007596-1;Despacho deferido;1;correto
1020.2023/0007643-7;Despacho deferido;1;correto
1020.2023/0007645-3;Despacho deferido;1;correto
1020.2023/0007647-0;Despacho deferido;1;correto
1020.2023/0007530-9;Despacho deferido;1;correto
1020.2023/0007469-8;Despacho deferido;1;correto
1020.2023/0007335-7;Despacho deferido;1;correto
1020.2023/0007468-0;Despacho deferido;1;correto
1020.2023/0007343-8;Despacho deferido;1;correto
1020.2023/0007344-6;Despacho deferido;1;correto
1020.2023/0007349-7;Despacho deferido;1;correto
1020.2023/0007389-6;Despacho deferido;1;correto
1020.2023/0007390-0;Despacho deferido;1;correto
1020.2023/0007391-8;Despacho deferido;1;correto
1020.2023/0007394-2;Despacho deferido;1;correto
1020.2023/0007395-0;Despacho deferido;1;correto
1020.2023/0007397-7;Despacho deferido;1;correto
1020.2023/0007398-5;Despacho deferido;1;inexistente
1020.2023/0007399-3;Despacho deferido;1;correto
1020.2023/0007400-0;Despacho deferido;1;correto
1020.2023/0007401-9;Despacho deferido;1;correto
1020.2023/0007402-7;Despacho deferido;1;correto
1020.2023/0007406-0;Despacho deferido;1;correto
1020.2023/0007407-8;Despacho deferido;1;correto
1020.2023/0007409-4;Despacho deferido;1;correto
1020.2023/0007413-2;Despacho deferido;1;correto
1020.2023/0007415-9;Despacho deferido;1;correto
1020.2023/0007418-3;Despacho deferido;1;correto
1020.2023/0007424-8;Despacho deferido;1;correto
1020.2023/0007428-0;Despacho deferido;1;correto
1020.2023/0008461-8;Despacho deferido;1;correto
1020.2023/0008466-9;Despacho deferido;1;correto
1020.2023/0008468-5;Despacho deferido;1;correto
1020.2023/0009629-2;Despacho deferido;1;correto
1020.2023/0009576-8;Despacho deferido;1;correto
1020.2023/0009580-6;Despacho deferido;1;correto
1020.2023/0009581-4;Despacho deferido;1;correto
1020.2023/0009582-2;Despacho deferido;1;correto
1020.2023/0009586-5;Despacho deferido;1;correto
1020.2023/0009587-3;Despacho deferido;1;correto
1020.2023/0009588-1;Despacho deferido;1;correto
1020.2023/0009591-1;Despacho deferido;1;correto
1020.2023/0009592-0;Despacho deferido;1;correto
1020.2023/0009594-6;Despacho deferido;1;correto
1020.2023/0009598-9;Despacho deferido;1;correto
1020.2023/0009601-2;Despacho deferido;1;correto
1020.2023/0009610-1;Despacho deferido;1;correto
1020.2023/0009635-7;Despacho deferido;1;correto
1020.2023/0009277-7;Despacho deferido;1;correto
1020.2023/0009641-1;Despacho deferido;1;correto
1020.2023/0009645-4;Despacho deferido;1;correto
1020.2023/0009694-2;Despacho deferido;1;correto
1020.2023/0009695-0;Despacho deferido;1;correto
1020.2023/0009697-7;Despacho deferido;1;correto
1020.2023/0009699-3;Despacho deferido;1;correto
1020.2023/0009700-0;Despacho deferido;1;correto
1020.2023/0009701-9;Despacho deferido;1;correto
1020.2023/0009703-5;Despacho deferido;1;correto
1020.2023/0009704-3;Despacho deferido;1;correto
1020.2023/0009706-0;Despacho deferido;1;correto
1020.2023/0009711-6;Despacho deferido;1;correto
1020.2023/0009574-1;Despacho deferido;1;correto
1020.2023/0009568-7;Despacho deferido;1;correto
1020.2023/0009567-9;Despacho deferido;1;correto
1020.2023/0009565-2;Despacho deferido;1;correto
1020.2023/0009285-8;Despacho deferido;1;correto
1020.2023/0009286-6;Despacho deferido;1;correto
1020.2023/0009290-4;Despacho deferido;1;correto
1020.2023/0009292-0;Despacho deferido;1;correto
1020.2023/0009294-7;Despacho deferido;1;correto
1020.2023/0009298-0;Despacho deferido;1;correto
1020.2023/0009299-8;Despacho deferido;1;correto
1020.2023/0009300-5;Despacho deferido;1;correto
1020.2023/0009385-4;Despacho deferido;1;correto
1020.2023/0009417-6;Despacho deferido;1;correto
1020.2023/0009418-4;Despacho deferido;1;correto
1020.2023/0009425-7;Despacho deferido;1;correto
1020.2023/0009426-5;Despacho deferido;1;correto
1020.2023/0009428-1;Despacho deferido;1;correto
1020.2023/0009431-1;Despacho deferido;1;correto
1020.2023/0009437-0;Despacho deferido;1;correto
1020.2023/0009439-7;Despacho deferido;1;correto
1020.2023/0009441-9;Despacho deferido;1;correto
1020.2023/0009443-5;Despacho deferido;1;correto
1020.2023/0009508-3;Despacho deferido;1;correto
1020.2023/0009510-5;Despacho deferido;1;correto
1020.2023/0009513-0;Despacho deferido;1;correto
1020.2023/0009514-8;Despacho deferido;1;correto
1020.2023/0009515-6;Despacho deferido;1;correto
1020.2023/0009713-2;Despacho deferido;1;correto
1020.2023/0009714-0;Despacho deferido;1;correto
1020.2023/0009716-7;Despacho deferido;1;correto
1020.2023/0009921-6;Despacho deferido;1;correto
1020.2023/0009924-0;Despacho deferido;1;correto
1020.2023/0009933-0;Despacho deferido;1;correto
1020.2023/0009952-6;Despacho deferido;1;correto
1020.2023/0010002-8;Despacho deferido;1;correto
1020.2023/0010015-0;Despacho deferido;1;correto
1020.2023/0010017-6;Despacho deferido;1;correto
1020.2023/0010022-2;Despacho deferido;1;correto
1020.2023/0010026-5;Despacho deferido;1;correto
1020.2023/0010028-1;Despacho deferido;1;correto
1020.2023/0010035-4;Despacho deferido;1;correto
1020.2023/0010087-7;Despacho deferido;1;correto
1020.2023/0010088-5;Despacho deferido;1;correto
1020.2023/0010102-4;Despacho deferido;1;correto
1020.2023/0010103-2;Despacho deferido;1;correto
1020.2023/0010106-7;Despacho deferido;1;correto
1020.2023/0010109-1;Despacho deferido;1;correto
1020.2023/0010119-9;Despacho deferido;1;correto
1020.2023/0010127-0;Despacho deferido;1;inexistente
1020.2023/0010175-0;Despacho deferido;1;correto
1020.2023/0010184-9;Despacho deferido;1;correto
1020.2023/0010246-2;Despacho deferido;1;correto
1020.2023/0010287-0;Despacho deferido;1;correto
1020.2023/0009922-4;Despacho deferido;1;correto
1020.2023/0009920-8;Despacho deferido;1;correto
1020.2023/0009719-1;Despacho deferido;1;correto
1020.2023/0009919-4;Despacho deferido;1;correto
1020.2023/0009789-2;Despacho deferido;1;correto
1020.2023/0009791-4;Despacho deferido;1;correto
1020.2023/0009793-0;Despacho deferido;1;correto
1020.2023/0009797-3;Despacho deferido;1;correto
1020.2023/0009807-4;Despacho deferido;1;correto
1020.2023/0009810-4;Despacho deferido;1;correto
1020.2023/0009811-2;Despacho deferido;1;correto
1020.2023/0009816-3;Despacho deferido;1;correto
1020.2023/0009817-1;Despacho deferido;1;correto
1020.2023/0009819-8;Despacho deferido;1;correto
1020.2023/0009843-0;Despacho deferido;1;correto
1020.2023/0009844-9;Despacho deferido;1;correto
1020.2023/0009853-8;Despacho deferido;1;correto
1020.2023/0009855-4;Despacho deferido;1;correto
1020.2023/0009858-9;Despacho deferido;1;correto
1020.2023/0009860-0;Despacho deferido;1;correto
1020.2023/0009896-1;Despacho deferido;1;correto
1020.2023/0009897-0;Despacho deferido;1;correto
1020.2023/0009899-6;Despacho deferido;1;correto
1020.2023/0009901-1;Despacho deferido;1;correto
1020.2023/0009906-2;Despacho deferido;1;correto
1020.2023/0009918-6;Despacho deferido;1;correto
1020.2023/0009282-3;Despacho deferido;1;correto
1020.2023/0008473-1;Despacho deferido;1;correto
1020.2023/0008826-5;Despacho deferido;1;correto
1020.2023/0008749-8;Despacho deferido;1;inexistente
1020.2023/0008776-5;Despacho deferido;1;correto
1020.2023/0008777-3;Despacho deferido;1;correto
1020.2023/0008778-1;Despacho deferido;1;correto
1020.2023/0008779-0;Despacho deferido;1;correto
1020.2023/0008780-3;Despacho deferido;1;correto
1020.2023/0008781-1;Despacho deferido;1;correto
1020.2023/0008783-8;Despacho deferido;1;correto
1020.2023/0008785-4;Despacho deferido;1;inexistente
1020.2023/0008787-0;Despacho deferido;1;correto
1020.2023/0008818-4;Despacho deferido;1;correto
1020.2023/0008821-4;Despacho deferido;1;correto
1020.2023/0008836-2;Despacho deferido;1;correto
1020.2023/0008837-0;Despacho deferido;1;correto
1020.2023/0008887-7;Despacho deferido;1;correto
1020.2023/0008893-1;Despacho deferido;1;correto
1020.2023/0008894-0;Despacho deferido;1;inexistente
1020.2023/0008895-8;Despacho deferido;1;correto
1020.2023/0008896-6;Despacho deferido;1;correto
1020.2023/0008899-0;Despacho deferido;1;inexistente
1020.2023/0008902-4;Despacho deferido;1;correto
1020.2023/0008908-3;Despacho deferido;1;correto
1020.2023/0008909-1;Despacho deferido;1;correto
1020.2023/0008742-0;Despacho deferido;1;correto
1020.2023/0008735-8;Despacho deferido;1;correto
1020.2023/0008732-3;Despacho deferido;1;correto
1020.2023/0008679-3;Despacho deferido;1;correto
1020.2023/0008474-0;Despacho deferido;1;correto
1020.2023/0008475-8;Despacho deferido;1;correto
1020.2023/0008476-6;Despacho deferido;1;correto
1020.2023/0008478-2;Despacho deferido;1;correto
1020.2023/0008488-0;Despacho deferido;1;correto
1020.2023/0008498-7;Despacho deferido;1;correto
1020.2023/0008505-3;Despacho deferido;1;correto
1020.2023/0008506-1;Despacho deferido;1;correto
1020.2023/0008510-0;Despacho deferido;1;correto
1020.2023/0008512-6;Despacho deferido;1;correto
1020.2023/0008562-2;Despacho deferido;1;correto
1020.2023/0008565-7;Despacho deferido;1;correto
1020.2023/0008569-0;Despacho deferido;1;correto
1020.2023/0008572-0;Despacho deferido;1;correto
1020.2023/0008573-8;Despacho deferido;1;correto
1020.2023/0008574-6;Despacho deferido;1;correto
1020.2023/0008577-0;Despacho deferido;1;correto
1020.2023/0008603-3;Despacho deferido;1;correto
1020.2023/0008606-8;Despacho deferido;1;correto
1020.2023/0008609-2;Despacho deferido;1;correto
1020.2023/0008653-0;Despacho deferido;1;correto
1020.2023/0008659-9;Despacho deferido;1;correto
1020.2023/0008661-0;Despacho deferido;1;correto
1020.2023/0008665-3;Despacho deferido;1;correto
1020.2023/0008668-8;Despacho deferido;1;correto
1020.2023/0008671-8;Despacho deferido;1;correto
1020.2023/0008677-7;Despacho deferido;1;correto
1020.2023/0008917-2;Despacho deferido;1;correto
1020.2023/0008919-9;Despacho deferido;1;correto
1020.2023/0009144-4;Despacho deferido;1;correto
1020.2023/0009149-5;Despacho deferido;1;inexistente
1020.2023/0009159-2;Despacho deferido;1;correto
1020.2023/0009165-7;Despacho deferido;1;correto
1020.2023/0009169-0;Despacho deferido;1;correto
1020.2023/0009176-2;Despacho deferido;1;correto
1020.2023/0009180-0;Despacho deferido;1;correto
1020.2023/0009182-7;Despacho deferido;1;correto
1020.2023/0009183-5;Despacho deferido;1;correto
1020.2023/0009194-0;Despacho deferido;1;correto
1020.2023/0009195-9;Despacho deferido;1;correto
1020.2023/0009197-5;Despacho deferido;1;correto
1020.2023/0009203-3;Despacho deferido;1;correto
1020.2023/0009204-1;Despacho deferido;1;correto
1020.2023/0009205-0;Despacho deferido;1;correto
1020.2023/0009206-8;Despacho deferido;1;correto
1020.2023/0009209-2;Despacho deferido;1;correto
1020.2023/0009212-2;Despacho deferido;1;correto
1020.2023/0009214-9;Despacho deferido;1;correto
1020.2023/0009215-7;Despacho deferido;1;correto
1020.2023/0009217-3;Despacho deferido;1;correto
1020.2023/0009218-1;Despacho deferido;1;correto
1020.2023/0009253-0;Despacho deferido;1;correto
1020.2023/0009142-8;Despacho deferido;1;correto
1020.2023/0009082-0;Despacho deferido;1;correto
1020.2023/0008921-0;Despacho deferido;1;correto
1020.2023/0009080-4;Despacho deferido;1;correto
1020.2023/0008922-9;Despacho deferido;1;correto
1020.2023/0008924-5;Despacho deferido;1;correto
1020.2023/0008932-6;Despacho deferido;1;correto
1020.2023/0008954-7;Despacho deferido;1;correto
1020.2023/0008963-6;Despacho deferido;1;correto
1020.2023/0009002-2;Despacho deferido;1;correto
1020.2023/0009003-0;Despacho deferido;1;correto
1020.2023/0009005-7;Despacho deferido;1;correto
1020.2023/0009008-1;Despacho deferido;1;correto
1020.2023/0009011-1;Despacho deferido;1;correto
1020.2023/0009016-2;Despacho deferido;1;correto
1020.2023/0009020-0;Despacho deferido;1;correto
1020.2023/0009022-7;Despacho deferido;1;correto
1020.2023/0009025-1;Despacho deferido;1;correto
1020.2023/0009027-8;Despacho deferido;1;correto
1020.2023/0009029-4;Despacho deferido;1;correto
1020.2023/0009031-6;Despacho deferido;1;correto
1020.2023/0009033-2;Despacho deferido;1;correto
1020.2023/0009034-0;Despacho deferido;1;correto
1020.2023/0009037-5;Despacho deferido;1;correto
1020.2023/0009040-5;Despacho deferido;1;correto
1020.2023/0009069-3;Despacho deferido;1;correto
1020.2023/0009072-3;Despacho deferido;1;correto
1020.2023/0009076-6;Despacho deferido;1;correto
1020.2023/0009078-2;Despacho deferido;1;correto
1020.2023/0006972-4;Despacho deferido;1;correto
1020.2023/0006964-3;Despacho deferido;1;correto
1020.2023/0005106-0;Despacho deferido;1;correto
1020.2023/0004945-6;Despacho deferido;1;correto
1020.2023/0004949-9;Despacho deferido;1;correto
1020.2023/0004950-2;Despacho deferido;1;correto
1020.2023/0004951-0;Despacho deferido;1;correto
1020.2023/0004952-9;Despacho deferido;1;correto
1020.2023/0004979-0;Despacho deferido;1;correto
1020.2023/0005098-5;Despacho deferido;1;correto
1020.2023/0005099-3;Despacho deferido;1;correto
1020.2023/0005101-9;Despacho deferido;1;correto
1020.2023/0005102-7;Despacho deferido;1;inexistente
1020.2023/0005104-3;Despacho deferido;1;correto
1020.2023/0005107-8;Despacho deferido;1;correto
1020.2023/0005179-5;Despacho deferido;1;correto
1020.2023/0005110-8;Despacho deferido;1;correto
1020.2023/0005115-9;Despacho deferido;1;correto
1020.2023/0005116-7;Despacho deferido;1;correto
1020.2023/0005117-5;Despacho deferido;1;correto
1020.2023/0005118-3;Despacho deferido;1;correto
1020.2023/0005120-5;Despacho deferido;1;correto
1020.2023/0005132-9;Despacho deferido;1;correto
1020.2023/0005164-7;Despacho deferido;1;correto
1020.2023/0005169-8;Despacho deferido;1;correto
1020.2023/0005172-8;Despacho deferido;1;correto
