n_processo;data_autuacao;assunto;coord_atual;status;data_extracao
1020.2023/0012047-9;26/06/2023 08:56:24;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0011605-6;20/06/2023 15:59:55;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012168-8;27/06/2023 08:48:04;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);RESID;em análise;2024.03.04
1020.2023/0013233-7;09/07/2023 10:44:35;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0011599-8;20/06/2023 13:52:36;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012561-6;30/06/2023 06:01:37;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012167-0;27/06/2023 08:47:04;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0013609-0;14/07/2023 06:09:32;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012458-0;29/06/2023 09:13:28;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;indeferido;2024.03.04
1020.2023/0011602-1;20/06/2023 14:44:28;Certificado de Conclusão;PARHIS;em análise;2024.03.04
1020.2023/0011596-3;20/06/2023 13:09:35;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2023/0011601-3;20/06/2023 14:42:35;Apostilamento;PARHIS;deferido;2024.03.04
1020.2023/0013599-9;14/07/2023 06:06:24;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0012549-7;30/06/2023 05:57:51;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0013340-6;11/07/2023 06:13:44;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0011606-4;20/06/2023 16:03:50;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012054-1;26/06/2023 09:02:55;Apostilamento;RESID;deferido;2024.03.04
1020.2023/0012297-8;28/06/2023 06:02:36;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012557-8;30/06/2023 06:00:36;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2023/0014466-1;26/07/2023 15:05:00;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;CAEPP;em análise;2024.03.04
1020.2023/0012311-7;28/06/2023 06:08:57;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0011607-2;20/06/2023 16:25:33;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0013285-0;10/07/2023 14:51:22;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);SERVIN;em análise;2024.03.04
1020.2023/0012056-8;26/06/2023 09:38:10;Pedido de Isenção de Taxa;PARHIS;deferido;2024.03.04
1020.2023/0013350-3;11/07/2023 06:15:30;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012457-1;29/06/2023 09:12:48;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0011903-9;22/06/2023 14:35:19;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0017286-0;31/08/2023 12:12:36;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0011644-7;21/06/2023 09:40:32;Certidão de Diretrizes Urbanísticas;PARHIS;em análise;2024.03.04
1020.2023/0012177-7;27/06/2023 08:58:52;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012063-0;26/06/2023 09:59:33;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2023/0012543-8;30/06/2023 05:55:51;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2023/0011758-3;21/06/2023 13:25:41;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0022862-8;16/11/2023 09:13:05;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012174-2;27/06/2023 08:55:14;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0014633-8;28/07/2023 08:23:45;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012171-8;27/06/2023 08:50:25;Certificado de Conclusão;CAEPP;deferido;2024.03.04
1020.2023/0012223-4;27/06/2023 15:27:57;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012545-4;30/06/2023 05:56:27;Certificado de Segurança;CONTRU;em análise;2024.03.04
1020.2023/0012555-1;30/06/2023 05:59:28;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2023/0016334-8;21/08/2023 09:29:57;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012173-4;27/06/2023 08:52:29;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2023/0013231-0;09/07/2023 10:43:03;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012061-4;26/06/2023 09:57:30;Alvará de Execução de Reforma (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012172-6;27/06/2023 08:51:30;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0018154-0;13/09/2023 10:48:16;Cadastro de Sistema Especial de Segurança;CONTRU;deferido;2024.03.04
1020.2023/0011760-5;21/06/2023 14:13:46;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2023/0012451-2;29/06/2023 09:06:59;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012058-4;26/06/2023 09:39:45;Certificado de Conclusão;CAEPP;deferido;2024.03.04
1020.2023/0012065-7;26/06/2023 10:02:15;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0011757-5;21/06/2023 13:21:40;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012062-2;26/06/2023 09:58:19;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0011771-0;21/06/2023 15:59:34;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0012064-9;26/06/2023 10:01:02;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012301-0;28/06/2023 06:03:45;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012453-9;29/06/2023 09:08:28;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0012079-7;26/06/2023 13:42:02;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0012452-0;29/06/2023 09:07:47;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012179-3;27/06/2023 09:00:53;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012233-1;27/06/2023 16:32:22;Alvará de Desmembramento + Alvará de Aprovação e Execução de Edificação Nova (Plano integrado);PARHIS;em análise;2024.03.04
1020.2023/0012180-7;27/06/2023 09:02:14;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012181-5;27/06/2023 09:03:27;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0011770-2;21/06/2023 15:52:23;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2023/0012190-4;27/06/2023 09:36:26;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012191-2;27/06/2023 09:37:18;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0011773-7;21/06/2023 16:30:05;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2023/0012183-1;27/06/2023 09:10:22;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0014424-6;26/07/2023 09:08:42;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0012298-6;28/06/2023 06:02:57;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012185-8;27/06/2023 09:31:50;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;deferido;2024.03.04
1020.2023/0012184-0;27/06/2023 09:30:31;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;deferido;2024.03.04
1020.2023/0012374-5;28/06/2023 18:33:21;Alvará de Execução de Edificação Nova (HIS/ HMP) - Programa Pode Entrar;[];em análise;2024.03.04
1020.2023/0011780-0;21/06/2023 18:16:06;Apostilamento;PARHIS;deferido;2024.03.04
1020.2023/0011784-2;21/06/2023 18:25:31;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0011783-4;21/06/2023 18:25:14;Apostilamento;PARHIS;deferido;2024.03.04
1020.2023/0016762-9;25/08/2023 09:20:07;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012546-2;30/06/2023 05:57:02;Certificado de Estanqueidade;CONTRU;em análise;2024.03.04
1020.2023/0012300-1;28/06/2023 06:03:26;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012551-9;30/06/2023 05:58:22;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012547-0;30/06/2023 05:57:18;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2023/0014523-4;27/07/2023 08:28:15;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012307-9;28/06/2023 06:06:18;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012186-6;27/06/2023 09:33:04;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2023/0012188-2;27/06/2023 09:34:53;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012784-8;04/07/2023 06:10:10;Certificado de Conclusão;CAEPP;deferido;2024.03.04
1020.2023/0011925-0;22/06/2023 17:36:49;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012455-5;29/06/2023 09:11:23;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0014216-2;22/07/2023 10:03:41;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2023/0012302-8;28/06/2023 06:04:10;Projeto Modificativo de Alvará de Aprovação e Execução de Edificação Nova (exceto HIS / HMP);RESID;em análise;2024.03.04
1020.2023/0012187-4;27/06/2023 09:34:08;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0011876-8;22/06/2023 11:22:33;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2023/0014426-2;26/07/2023 09:18:41;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0014268-5;24/07/2023 17:27:36;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0011900-4;22/06/2023 14:14:24;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0011899-7;22/06/2023 14:10:59;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0014026-7;20/07/2023 05:57:43;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0011987-0;23/06/2023 14:08:43;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0011896-2;22/06/2023 14:07:11;Apostilamento;PARHIS;deferido;2024.03.04
1020.2023/0014027-5;20/07/2023 05:57:57;Certificado de Segurança;CONTRU;em análise;2024.03.04
1020.2023/0012995-6;06/07/2023 06:01:05;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0011895-4;22/06/2023 14:05:33;Apostilamento;PARHIS;deferido;2024.03.04
1020.2023/0012303-6;28/06/2023 06:04:31;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2023/0012650-7;01/07/2023 10:20:09;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);SERVIN;em análise;2024.03.04
1020.2023/0012994-8;06/07/2023 06:00:54;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;deferido;2024.03.04
1020.2023/0011922-5;22/06/2023 16:17:08;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;indeferido e encerrado;2024.03.04
1020.2023/0012548-9;30/06/2023 05:57:35;Cadastro de Sistema Especial de Segurança;CONTRU;em análise;2024.03.04
1020.2023/0012656-6;01/07/2023 10:22:20;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0011920-9;22/06/2023 15:42:51;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;indeferido;2024.03.04
1020.2023/0012193-9;27/06/2023 09:38:50;Certificado de Estanqueidade;CONTRU;deferido;2024.03.04
1020.2023/0012195-5;27/06/2023 09:40:34;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012316-8;28/06/2023 06:10:10;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);RESID;em análise;2024.03.04
1020.2023/0011921-7;22/06/2023 15:53:34;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2023/0012304-4;28/06/2023 06:04:50;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0012323-0;28/06/2023 11:07:14;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0018423-0;15/09/2023 11:57:36;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012313-3;28/06/2023 06:09:48;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012305-2;28/06/2023 06:05:36;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2023/0012314-1;28/06/2023 06:09:53;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0013234-5;09/07/2023 10:45:10;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2023/0012306-0;28/06/2023 06:05:50;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0011926-8;22/06/2023 18:18:28;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0013214-0;08/07/2023 17:54:13;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0014801-2;01/08/2023 09:06:48;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012459-8;29/06/2023 09:24:40;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0012111-4;26/06/2023 16:21:00;Projeto Modificativo de Alvará de Aprovação e Execução de Edificação Nova (HIS / HMP);PARHIS;deferido;2024.03.04
1020.2023/0012456-3;29/06/2023 09:12:07;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0012317-6;28/06/2023 06:10:22;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012081-9;26/06/2023 13:48:25;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0018309-8;14/09/2023 12:14:58;Alvará de Aprovação e Execução de Reforma (HIS/ HMP);PARHIS;indeferido;2024.03.04
1020.2023/0011982-9;23/06/2023 10:25:34;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0012651-5;01/07/2023 10:20:30;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012308-7;28/06/2023 06:06:45;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0013328-7;11/07/2023 06:11:09;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012319-2;28/06/2023 06:11:46;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012874-7;05/07/2023 06:10:47;Certificado de Conclusão;COMIN;em análise;2024.03.04
1020.2023/0012318-4;28/06/2023 06:10:44;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2023/0012309-5;28/06/2023 06:08:34;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012565-9;30/06/2023 06:02:10;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0013426-7;12/07/2023 06:11:14;Certificado de Estanqueidade;CONTRU;deferido;2024.03.04
1020.2023/0012083-5;26/06/2023 13:59:46;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0014524-2;27/07/2023 08:29:17;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012312-5;28/06/2023 06:09:37;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012464-4;29/06/2023 09:28:52;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012315-0;28/06/2023 06:10:05;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0012778-3;04/07/2023 06:07:04;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);RESID;deferido;2024.03.04
1020.2023/0012463-6;29/06/2023 09:28:00;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012461-0;29/06/2023 09:26:14;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;CAEPP;deferido;2024.03.04
1020.2023/0014427-0;26/07/2023 09:19:55;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0012462-8;29/06/2023 09:27:04;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012460-1;29/06/2023 09:25:27;Apostilamento;RESID;deferido;2024.03.04
1020.2023/0011988-8;23/06/2023 16:09:56;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0012310-9;28/06/2023 06:08:38;Certificado de Conclusão;RESID;deferido;2024.03.04
1020.2023/0012996-4;06/07/2023 06:01:18;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2023/0013213-2;08/07/2023 12:22:10;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0012767-8;04/07/2023 06:02:54;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2023/0012087-8;26/06/2023 14:09:09;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012998-0;06/07/2023 06:01:44;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2023/0012558-6;30/06/2023 06:01:00;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;indeferido;2024.03.04
1020.2023/0012106-8;26/06/2023 15:25:06;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012554-3;30/06/2023 05:59:14;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012661-2;01/07/2023 10:24:09;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0014720-2;29/07/2023 10:12:30;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012653-1;01/07/2023 10:21:13;Certificado de Conclusão;CAEPP;deferido;2024.03.04
1020.2024/0004981-4;01/03/2024 14:49:48;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2023/0013341-4;11/07/2023 06:13:55;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0014110-7;21/07/2023 08:00:03;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0013346-5;11/07/2023 06:14:46;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;em análise;2024.03.04
1020.2023/0012999-9;06/07/2023 06:01:55;Certificado de Estanqueidade;CONTRU;em análise;2024.03.04
1020.2023/0012768-6;04/07/2023 06:03:08;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0012553-5;30/06/2023 05:58:56;Apostilamento;SERVIN;indeferido;2024.03.04
1020.2023/0014431-9;26/07/2023 09:46:26;Alvará de Autorização de Avanço de Grua Sobre o Espaço Público;[];deferido;2024.03.04
1020.2023/0012105-0;26/06/2023 15:18:51;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2023/0012068-1;26/06/2023 10:33:46;Apostilamento;PARHIS;deferido;2024.03.04
1020.2023/0012067-3;26/06/2023 10:25:02;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2023/0015013-0;03/08/2023 08:26:06;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2023/0012107-6;26/06/2023 15:29:16;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012875-5;05/07/2023 06:11:03;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2023/0014428-9;26/07/2023 09:20:49;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0013348-1;11/07/2023 06:15:06;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);COMIN;em análise;2024.03.04
1020.2023/0012466-0;29/06/2023 09:39:44;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2023/0012563-2;30/06/2023 06:01:56;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012120-3;26/06/2023 18:13:44;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012556-0;30/06/2023 05:59:45;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0012465-2;29/06/2023 09:34:31;Certificado de Conclusão;CAEPP;deferido;2024.03.04
1020.2023/0015011-4;03/08/2023 08:24:53;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2023/0013691-0;15/07/2023 06:48:19;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2023/0012568-3;30/06/2023 06:02:59;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012109-2;26/06/2023 16:10:30;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0013472-0;12/07/2023 12:31:23;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012110-6;26/06/2023 16:14:35;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012570-5;30/06/2023 06:03:34;Certificado de Segurança;CONTRU;deferido;2024.03.04
1020.2023/0012108-4;26/06/2023 15:35:07;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0012775-9;04/07/2023 06:06:20;Certificado de Segurança;CONTRU;em análise;2024.03.04
1020.2023/0012321-4;28/06/2023 10:21:56;Certificado de Conclusão;PARHIS;deferido;2024.03.04
1020.2023/0012567-5;30/06/2023 06:02:38;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2023/0012794-5;04/07/2023 06:11:59;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2023/0012112-2;26/06/2023 16:35:50;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012559-4;30/06/2023 06:01:21;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;em análise;2024.03.04
1020.2023/0012572-1;30/06/2023 06:03:53;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);SERVIN;em análise;2024.03.04
1020.2023/0012115-7;26/06/2023 16:46:40;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012114-9;26/06/2023 16:42:07;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012116-5;26/06/2023 16:50:03;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2023/0012569-1;30/06/2023 06:03:15;Alvará de Funcionamento de Local de Reunião;CONTRU;em análise;2024.03.04
1020.2023/0014887-0;02/08/2023 09:17:49;Projeto Modificativo de Alvará de Aprovação e Execução de Edificação Nova (HIS / HMP);PARHIS;em análise;2024.03.04
1020.2023/0012770-8;04/07/2023 06:04:00;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
1020.2023/0012769-4;04/07/2023 06:03:33;Certificado de Estanqueidade;CONTRU;em análise;2024.03.04
1020.2023/0012468-7;29/06/2023 09:48:29;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;[];deferido;2024.03.04
